Target.Name	prot_name	UniProt..SwissProt..Primary.ID.of.Target.Chain	PubChem_CID	variable	value
Sodium-dependent serotonin transporter	SC6A4	P31645	146570	Kd 	2.6
Epidermal growth factor receptor	EGFR	P00533	148124	Kd 	0.82
Homeodomain-interacting protein kinase 4	HIPK4	Q8NE63	156414	Kd 	1100.0
Ephrin type-A receptor 4	EPHA4	P54764	156414	Kd 	3600.0
Serine/threonine-protein kinase N1	PKN1	Q16512	156414	Kd 	10000.0
Serine/threonine-protein kinase MARK2	MARK2	Q7KZI7	156414	Kd 	10000.0
Platelet-derived growth factor receptor alpha	PGFRA	P16234	156414	Kd 	5200.0
Dual specificity mitogen-activated protein kinase kinase 5	MP2K5	Q13163	156414	Kd 	60.0
Cyclin-dependent kinase 15	CDK15	Q96Q40	156414	Kd 	10000.0
Mitogen-activated protein kinase 9	MK09	P45984	156414	Kd 	1100.0
Epidermal growth factor receptor	EGFR	P00533	156414	Kd 	0.26
Citron Rho-interacting kinase	CTRO	O14578	156414	Kd 	1300.0
cAMP-dependent protein kinase catalytic subunit beta	KAPCB	P22694	156414	Kd 	10000.0
Serine/threonine-protein kinase MRCK beta	MRCKB	Q9Y5S2	156414	Kd 	10000.0
Interferon-induced, double-stranded RNA-activated protein kinase	E2AK2	P19525	156414	Kd 	10000.0
MAP/microtubule affinity-regulating kinase 3	MARK3	P27448	156414	Kd 	10000.0
Serine/threonine-protein kinase 33	STK33	Q9BYT3	156414	Kd 	10000.0
Calcium/calmodulin-dependent protein kinase type II subunit beta	KCC2B	Q13554	156414	Kd 	10000.0
Wee1-like protein kinase	WEE1	P30291	156414	Kd 	10000.0
3-phosphoinositide-dependent protein kinase 1	PDPK1	O15530	156414	Kd 	10000.0
Tyrosine-protein kinase ABL1	ABL1	P00519	156414	Kd 	340.0
Platelet-derived growth factor receptor beta	PGFRB	P09619	156414	Kd 	7500.0
Epidermal growth factor receptor	EGFR	P00533	156414	Kd 	0.13
Epidermal growth factor receptor	EGFR	P00533	156414	Kd 	1.4
Ribosomal protein S6 kinase alpha-1	KS6A1	Q15418	156414	Kd 	10000.0
Serine/threonine-protein kinase 25	STK25	O00506	156414	Kd 	10000.0
Ephrin type-A receptor 8	EPHA8	P29322	156414	Kd 	790.0
Serine/threonine-protein kinase TNNI3K	TNI3K	Q59H18	156414	Kd 	5600.0
Ribosomal protein S6 kinase alpha-5	KS6A5	O75582	156414	Kd 	10000.0
Tyrosine-protein kinase receptor Tie-1	TIE1	P35590	156414	Kd 	2200.0
Vascular endothelial growth factor receptor 1	VGFR1	P17948	156414	Kd 	7500.0
TGF-beta receptor type-2	TGFR2	P37173	156414	Kd 	800.0
Serine/threonine-protein kinase 17A	ST17A	Q9UEE5	156414	Kd 	3800.0
Tyrosine-protein kinase ABL1	ABL1	P00519	156414	Kd 	470.0
Mitogen-activated protein kinase 14	MK14	Q16539	156414	Kd 	10000.0
Tyrosine-protein kinase ABL1	ABL1	P00519	156414	Kd 	1000.0
Ephrin type-B receptor 1	EPHB1	P54762	156414	Kd 	1400.0
Leucine-rich repeat serine/threonine-protein kinase 2	LRRK2	Q5S007	156414	Kd 	1100.0
Serine/threonine-protein kinase PAK 5	PAK5	Q9P286	156414	Kd 	10000.0
Activin receptor type-1B	ACV1B	P36896	156414	Kd 	10000.0
Aurora kinase B	AURKB	Q96GD4	156414	Kd 	4200.0
Tyrosine-protein kinase ITK/TSK	ITK	Q08881	156414	Kd 	5600.0
cAMP-dependent protein kinase catalytic subunit alpha	KAPCA	P17612	156414	Kd 	10000.0
Serine/threonine-protein kinase 26	STK26	Q9P289	156414	Kd 	10000.0
Dual specificity mitogen-activated protein kinase kinase 2	MP2K2	P36507	156414	Kd 	1600.0
Tyrosine-protein kinase ABL1 [1-999,Q252H]	ABL1	P00519	156414	Kd 	200000.0
Myosin light chain kinase family member 4	MYLK4	Q86YV6	156414	Kd 	10000.0
Dual specificity protein kinase CLK4	CLK4	Q9HAZ1	156414	Kd 	10000.0
Myotonin-protein kinase	DMPK	Q09013	156414	Kd 	7000.0
Tyrosine-protein kinase FRK	FRK	P42685	156414	Kd 	3400.0
Serine/threonine-protein kinase SIK1	SIK1	P57059	156414	Kd 	10000.0
Rhodopsin kinase GRK7	GRK7	Q8WTQ7	156414	Kd 	10000.0
Tyrosine-protein kinase SYK	KSYK	P43405	156414	Kd 	10000.0
Vascular endothelial growth factor receptor 1	VGFR1	P17948	156414	Kd 	10000.0
Mitogen-activated protein kinase kinase kinase kinase 5	M4K5	Q9Y4K4	156414	Kd 	2600.0
Tyrosine-protein kinase Lyn	LYN	P07948	156414	Kd 	810.0
Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform	PK3CG	P48736	156414	Kd 	10000.0
Tyrosine-protein kinase receptor TYRO3	TYRO3	Q06418	156414	Kd 	1000.0
Casein kinase I isoform alpha-like	KC1AL	Q8N752	156414	Kd 	10000.0
Insulin-like growth factor 1 receptor	IGF1R	P08069	156414	Kd 	10000.0
Ephrin type-A receptor 8	EPHA8	P29322	156414	Kd 	2000.0
Casein kinase II subunit alpha'	CSK22	P19784	156414	Kd 	10000.0
NUAK family SNF1-like kinase 2	NUAK2	Q9H093	156414	Kd 	10000.0
Tyrosine-protein kinase receptor TYRO3	TYRO3	Q06418	156414	Kd 	1000.0
Aurora kinase A	AURKA	O14965	156414	Kd 	10000.0
Serine/threonine-protein kinase LATS2	LATS2	Q9NRM7	156414	Kd 	10000.0
Cyclin-dependent kinase 9	CDK9	P50750	156414	Kd 	10000.0
Dual specificity testis-specific protein kinase 1	TESK1	Q15569	156414	Kd 	3200.0
Mitogen-activated protein kinase 12	MK12	P53778	156414	Kd 	10000.0
Tyrosine-protein kinase ABL1	ABL1	P00519	156414	Kd 	2900.0
Cyclin-dependent kinase 17	CDK17	Q00537	156414	Kd 	10000.0
Tyrosine-protein kinase ABL1	ABL1	P00519	156414	Kd 	730.0
Epidermal growth factor receptor	EGFR	P00533	156414	Kd 	0.26
Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform	PK3CA	P42336	156414	Kd 	10000.0
LIM domain kinase 2	LIMK2	P53671	156414	Kd 	10000.0
SRSF protein kinase 3	SRPK3	Q9UPE1	156414	Kd 	10000.0
Serine/threonine-protein kinase 10	STK10	O94804	156414	Kd 	1900.0
Calcium/calmodulin-dependent protein kinase type II subunit alpha	KCC2A	Q9UQM7	156414	Kd 	10000.0
Serine/threonine-protein kinase tousled-like 2	TLK2	Q86UE8	156414	Kd 	10000.0
Cyclin-dependent kinase-like 1 [2-358]	CDKL1	Q00532	156414	Kd 	10000.0
Protein kinase C theta type	KPCT	Q04759	156414	Kd 	10000.0
Tyrosine-protein kinase HCK	HCK	P08631	156414	Kd 	5700.0
Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform	PK3CA	P42336	156414	Kd 	10000.0
Serine/threonine-protein kinase 38-like	ST38L	Q9Y2H1	156414	Kd 	10000.0
Casein kinase II subunit alpha	CSK21	P68400	156414	Kd 	10000.0
Epidermal growth factor receptor	EGFR	P00533	156414	Kd 	0.17
Ribosomal protein S6 kinase alpha-5	KS6A5	O75582	156414	Kd 	10000.0
Mitogen-activated protein kinase 3	MK03	P27361	156414	Kd 	10000.0
Serine/threonine-protein kinase D1	KPCD1	Q15139	156414	Kd 	10000.0
Tyrosine-protein kinase Mer	MERTK	Q12866	156414	Kd 	10000.0
Non-receptor tyrosine-protein kinase TYK2	TYK2	P29597	156414	Kd 	10000.0
Fibroblast growth factor receptor 3	FGFR3	P22607	156414	Kd 	10000.0
3-phosphoinositide-dependent protein kinase 1	PDPK1	O15530	156414	Kd 	10000.0
Fibroblast growth factor receptor 3	FGFR3	P22607	156414	Kd 	10000.0
Tyrosine-protein kinase CSK	CSK	P41240	156414	Kd 	6100.0
Ribosomal protein S6 kinase alpha-4	KS6A4	O75676	156414	Kd 	10000.0
Tyrosine-protein kinase Yes	YES	P07947	156414	Kd 	1600.0
Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform	PK3CA	P42336	156414	Kd 	10000.0
ALK tyrosine kinase receptor	ALK	Q9UM73	156414	Kd 	7700.0
Ephrin type-A receptor 5	EPHA5	P54756	156414	Kd 	1200.0
Proto-oncogene tyrosine-protein kinase receptor Ret	RET	P07949	156414	Kd 	4200.0
Serine/threonine-protein kinase B-raf	BRAF	P15056	156414	Kd 	10000.0
Activin receptor type-1B	ACV1B	P36896	156414	Kd 	10000.0
Dual specificity protein kinase CLK2	CLK2	P49760	156414	Kd 	10000.0
Ribosomal protein S6 kinase alpha-4	KS6A4	O75676	156414	Kd 	10000.0
Non-receptor tyrosine-protein kinase TYK2	TYK2	P29597	156414	Kd 	10000.0
Serine/threonine-protein kinase SBK1	SBK1	Q52WX2	156414	Kd 	10000.0
Serine/threonine-protein kinase B-raf	BRAF	P15056	156414	Kd 	10000.0
Insulin receptor	INSR	P06213	156414	Kd 	10000.0
Myosin light chain kinase 2, skeletal/cardiac muscle	MYLK2	Q9H1R3	156414	Kd 	10000.0
Tyrosine-protein kinase Srms	SRMS	Q9H3Y6	156414	Kd 	6700.0
Casein kinase I isoform alpha	KC1A	P48729	156414	Kd 	10000.0
Atypical kinase COQ8B, mitochondrial	COQ8B	Q96D53	156414	Kd 	3400.0
Myotonin-protein kinase	DMPK	Q09013	156414	Kd 	10000.0
Death-associated protein kinase 2	DAPK2	Q9UIK4	156414	Kd 	10000.0
Epidermal growth factor receptor [G719C]	EGFR	P00533	156414	Kd 	0.13
Cyclin-dependent kinase 14	CDK14	O94921	156414	Kd 	10000.0
Tyrosine-protein kinase ABL1	ABL1	P00519	156414	Kd 	640.0
Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform	PK3CA	P42336	156414	Kd 	10000.0
Cyclin-G-associated kinase	GAK	O14976	156414	Kd 	100.0
TGF-beta receptor type-2	TGFR2	P37173	156414	Kd 	800.0
Tyrosine-protein kinase ABL1	ABL1	P00519	156414	Kd 	30.0
MAP/microtubule affinity-regulating kinase 4	MARK4	Q96L34	156414	Kd 	10000.0
Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform	PK3CA	P42336	156414	Kd 	10000.0
Cyclin-dependent kinase 19	CDK19	Q9BWU1	156414	Kd 	10000.0
Ephrin type-A receptor 8	EPHA8	P29322	156414	Kd 	2000.0
Serine/threonine-protein kinase ULK1	ULK1	O75385	156414	Kd 	10000.0
Tyrosine-protein kinase ABL2	ABL2	P42684	156414	Kd 	870.0
TGF-beta receptor type-2	TGFR2	P37173	156414	Kd 	800.0
Tyrosine-protein kinase JAK3	JAK3	P52333	156414	Kd 	630.0
Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit beta	P3C2B	O00750	156414	Kd 	10000.0
Activin receptor type-1	ACVR1	Q04771	156414	Kd 	1700.0
Serine/threonine-protein kinase DCLK2	DCLK2	Q8N568	156414	Kd 	10000.0
Wee1-like protein kinase	WEE1	P30291	156414	Kd 	10000.0
Calcium/calmodulin-dependent protein kinase type 1D	KCC1D	Q8IU85	156414	Kd 	10000.0
Myosin light chain kinase, smooth muscle	MYLK	Q15746	156414	Kd 	10000.0
Mitogen-activated protein kinase kinase kinase 1	M3K1	Q13233	156414	Kd 	10000.0
Protein-tyrosine kinase 6	PTK6	Q13882	156414	Kd 	3800.0
Serine/threonine-protein kinase BRSK1	BRSK1	Q8TDC3	156414	Kd 	10000.0
Serine/threonine-protein kinase NLK	NLK	Q9UBE8	156414	Kd 	10000.0
Tyrosine-protein kinase ABL1	ABL1	P00519	156414	Kd 	91.0
Serine/threonine-protein kinase D2	KPCD2	Q9BZL6	156414	Kd 	10000.0
NUAK family SNF1-like kinase 1	NUAK1	O60285	156414	Kd 	10000.0
Non-receptor tyrosine-protein kinase TNK1	TNK1	Q13470	156414	Kd 	10000.0
MAP kinase-interacting serine/threonine-protein kinase 1	MKNK1	Q9BUB5	156414	Kd 	260.0
Serine/threonine-protein kinase 36	STK36	Q9NRP7	156414	Kd 	2700.0
Epidermal growth factor receptor	EGFR	P00533	156414	Kd 	0.17
Serine/threonine-protein kinase pim-2	PIM2	Q9P1W9	156414	Kd 	10000.0
Serine/threonine-protein kinase MRCK beta	MRCKB	Q9Y5S2	156414	Kd 	10000.0
Death-associated protein kinase 1	DAPK1	P53355	156414	Kd 	10000.0
Epidermal growth factor receptor [1-999,L858R]	EGFR	P00533	156414	Kd 	240.0
Atypical kinase COQ8A, mitochondrial	COQ8A	Q8NI60	156414	Kd 	1500.0
Vascular endothelial growth factor receptor 3	VGFR3	P35916	156414	Kd 	10000.0
Serine/threonine-protein kinase D1	KPCD1	Q15139	156414	Kd 	10000.0
Serine/threonine-protein kinase 33	STK33	Q9BYT3	156414	Kd 	10000.0
RAC-gamma serine/threonine-protein kinase	AKT3	Q9Y243	156414	Kd 	10000.0
Cyclin-dependent kinase 5	CDK5	Q00535	156414	Kd 	10000.0
SRSF protein kinase 2	SRPK2	P78362	156414	Kd 	10000.0
Tyrosine-protein kinase Tec	TEC	P42680	156414	Kd 	1500.0
Epidermal growth factor receptor	EGFR	P00533	156414	Kd 	0.26
Serine/threonine-protein kinase 24	STK24	Q9Y6E0	156414	Kd 	10000.0
Tyrosine-protein kinase BTK	BTK	Q06187	156414	Kd 	1600.0
Tyrosine-protein kinase ABL1	ABL1	P00519	156414	Kd 	46.0
Cyclin-dependent kinase 11B	CD11B	P21127	156414	Kd 	10000.0
Aurora kinase B	AURKB	Q96GD4	156414	Kd 	4200.0
Dual specificity protein kinase TTK	TTK	P33981	156414	Kd 	10000.0
Aurora kinase C	AURKC	Q9UQB9	156414	Kd 	2800.0
Cyclin-G-associated kinase	GAK	O14976	156414	Kd 	44.0
Tyrosine-protein kinase SYK	KSYK	P43405	156414	Kd 	10000.0
Serine/threonine-protein kinase PLK1	PLK1	P53350	156414	Kd 	10000.0
Leukocyte tyrosine kinase receptor	LTK	P29376	156414	Kd 	5100.0
Serine/threonine-protein kinase BRSK2	BRSK2	Q8IWQ3	156414	Kd 	10000.0
Serine/threonine-protein kinase N1	PKN1	Q16512	156414	Kd 	10000.0
Epidermal growth factor receptor	EGFR	P00533	156414	Kd 	0.19
Mitogen-activated protein kinase 15	MK15	Q8TD08	156414	Kd 	10000.0
Epithelial discoidin domain-containing receptor 1	DDR1	Q08345	156414	Kd 	400.0
Myosin-IIIb	MYO3B	Q8WXR4	156414	Kd 	10000.0
Tyrosine-protein kinase FRK	FRK	P42685	156414	Kd 	3400.0
Epidermal growth factor receptor	EGFR	P00533	156414	Kd 	0.28
Epithelial discoidin domain-containing receptor 1	DDR1	Q08345	156414	Kd 	400.0
cGMP-dependent protein kinase 2	KGP2	Q13237	156414	Kd 	10000.0
Serine/threonine-protein kinase DCLK1	DCLK1	O15075	156414	Kd 	10000.0
Ephrin type-A receptor 6	EPHA6	Q9UF33	156414	Kd 	1500.0
Serine/threonine-protein kinase 10	STK10	O94804	156414	Kd 	1900.0
Ribosomal protein S6 kinase alpha-2	KS6A2	Q15349	156414	Kd 	10000.0
Ephrin type-B receptor 3	EPHB3	P54753	156414	Kd 	10000.0
Tyrosine-protein kinase ABL1	ABL1	P00519	156414	Kd 	690.0
Calcium/calmodulin-dependent protein kinase type 1G	KCC1G	Q96NX5	156414	Kd 	10000.0
Phosphorylase b kinase gamma catalytic chain, skeletal muscle/heart isoform	PHKG1	Q16816	156414	Kd 	10000.0
Epidermal growth factor receptor	EGFR	P00533	156414	Kd 	0.19
Activin receptor type-1	ACVR1	Q04771	156414	Kd 	1700.0
Cyclin-dependent kinase 2	CDK2	P24941	156414	Kd 	10000.0
MAP kinase-interacting serine/threonine-protein kinase 2	MKNK2	Q9HBH9	156414	Kd 	1800.0
Serine/threonine-protein kinase MARK2	MARK2	Q7KZI7	156414	Kd 	10000.0
Casein kinase I isoform gamma-1	KC1G1	Q9HCP0	156414	Kd 	10000.0
Calcium/calmodulin-dependent protein kinase kinase 1	KKCC1	Q8N5S9	156414	Kd 	10000.0
Serine/threonine-protein kinase 26	STK26	Q9P289	156414	Kd 	10000.0
Serine/threonine-protein kinase N2	PKN2	Q16513	156414	Kd 	10000.0
Dual specificity testis-specific protein kinase 1	TESK1	Q15569	156414	Kd 	3200.0
Tyrosine-protein kinase JAK1	JAK1	P23458	156414	Kd 	10000.0
Casein kinase II subunit alpha'	CSK22	P19784	156414	Kd 	10000.0
Mitogen-activated protein kinase 6	MK06	Q16659	156414	Kd 	1700.0
Mitogen-activated protein kinase kinase kinase 12	M3K12	Q12852	156414	Kd 	10000.0
Cyclin-G-associated kinase	GAK	O14976	156414	Kd 	100.0
Tyrosine-protein kinase ABL1	ABL1	P00519	156414	Kd 	1400.0
Cyclin-dependent kinase 18 [3-474]	CDK18	Q07002	156414	Kd 	10000.0
Calcium/calmodulin-dependent protein kinase kinase 2	KKCC2	Q96RR4	156414	Kd 	10000.0
Mitogen-activated protein kinase 1	MK01	P28482	156414	Kd 	10000.0
Activated CDC42 kinase 1	ACK1	Q07912	156414	Kd 	10000.0
Proto-oncogene tyrosine-protein kinase receptor Ret	RET	P07949	156414	Kd 	4200.0
MAP kinase-interacting serine/threonine-protein kinase 2	MKNK2	Q9HBH9	156414	Kd 	1800.0
Serine/threonine-protein kinase mTOR	MTOR	P42345	156414	Kd 	10000.0
Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform	PK3CA	P42336	156414	Kd 	10000.0
Tyrosine-protein kinase ABL1	ABL1	P00519	156414	Kd 	1500.0
Serine/threonine-protein kinase PLK2	PLK2	Q9NYY3	156414	Kd 	10000.0
Serine/threonine-protein kinase TNNI3K	TNI3K	Q59H18	156414	Kd 	5600.0
Serine/threonine-protein kinase 36	STK36	Q9NRP7	156414	Kd 	4500.0
Ephrin type-A receptor 5	EPHA5	P54756	156414	Kd 	1200.0
Serine/threonine-protein kinase MRCK alpha	MRCKA	Q5VT25	156414	Kd 	10000.0
BMP-2-inducible protein kinase	BMP2K	Q9NSY1	156414	Kd 	3800.0
Serine/threonine-protein kinase PLK3	PLK3	Q9H4B4	156414	Kd 	10000.0
Mitogen-activated protein kinase 11	MK11	Q15759	156414	Kd 	10000.0
Vascular endothelial growth factor receptor 2	VGFR2	P35968	156414	Kd 	10000.0
Tyrosine-protein kinase ABL1	ABL1	P00519	156414	Kd 	320.0
Myosin-IIIb	MYO3B	Q8WXR4	156414	Kd 	10000.0
Serine/threonine-protein kinase pim-3	PIM3	Q86V86	156414	Kd 	10000.0
Platelet-derived growth factor receptor alpha	PGFRA	P16234	156414	Kd 	5200.0
Serine/threonine-protein kinase 25	STK25	O00506	156414	Kd 	10000.0
Cyclin-dependent kinase 11A	CD11A	Q9UQ88	156414	Kd 	10000.0
Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform	PK3CA	P42336	156414	Kd 	10000.0
Ribosomal protein S6 kinase alpha-1	KS6A1	Q15418	156414	Kd 	10000.0
Serine/threonine-protein kinase PAK 4	PAK4	O96013	156414	Kd 	10000.0
Myosin-IIIa	MYO3A	Q8NEV4	156414	Kd 	10000.0
Citron Rho-interacting kinase	CTRO	O14578	156414	Kd 	1300.0
Tyrosine-protein kinase Yes	YES	P07947	156414	Kd 	1600.0
Cyclin-G-associated kinase	GAK	O14976	156414	Kd 	100.0
Mitogen-activated protein kinase 10	MK10	P53779	156414	Kd 	5500.0
Dual specificity mitogen-activated protein kinase kinase 6	MP2K6	P52564	156414	Kd 	10000.0
Serine/threonine-protein kinase 3	STK3	Q13188	156414	Kd 	10000.0
Serine/threonine-protein kinase SIK3 [59-1321]	SIK3	Q9Y2K2	156414	Kd 	700.0
Atypical kinase COQ8A, mitochondrial	COQ8A	Q8NI60	156414	Kd 	1500.0
LIM domain kinase 2	LIMK2	P53671	156414	Kd 	10000.0
Dual specificity protein kinase CLK4	CLK4	Q9HAZ1	156414	Kd 	10000.0
Dual specificity mitogen-activated protein kinase kinase 4	MP2K4	P45985	156414	Kd 	10000.0
Insulin receptor	INSR	P06213	156414	Kd 	10000.0
Ephrin type-A receptor 6	EPHA6	Q9UF33	156414	Kd 	270.0
Ephrin type-A receptor 8	EPHA8	P29322	156414	Kd 	2000.0
Serine/threonine-protein kinase VRK2	VRK2	Q86Y07	156414	Kd 	10000.0
Discoidin domain-containing receptor 2	DDR2	Q16832	156414	Kd 	10000.0
Calcium/calmodulin-dependent protein kinase type 1G	KCC1G	Q96NX5	156414	Kd 	10000.0
Proto-oncogene tyrosine-protein kinase receptor Ret	RET	P07949	156414	Kd 	10000.0
Tyrosine-protein kinase ABL2	ABL2	P42684	156414	Kd 	1300.0
Angiopoietin-1 receptor	TIE2	Q02763	156414	Kd 	10000.0
AP2-associated protein kinase 1	AAK1	Q2M2I8	156414	Kd 	10000.0
Serine/threonine-protein kinase 36	STK36	Q9NRP7	156414	Kd 	4500.0
Peripheral plasma membrane protein CASK	CSKP	O14936	156414	Kd 	10000.0
Ephrin type-B receptor 2	EPHB2	P29323	156414	Kd 	2700.0
STE20/SPS1-related proline-alanine-rich protein kinase	STK39	Q9UEW8	156414	Kd 	10000.0
Serine/threonine-protein kinase BRSK2	BRSK2	Q8IWQ3	156414	Kd 	10000.0
Serine/threonine-protein kinase PLK4	PLK4	O00444	156414	Kd 	10000.0
Serine/threonine-protein kinase Chk2	CHK2	O96017	156414	Kd 	10000.0
Serine/threonine-protein kinase 17A	ST17A	Q9UEE5	156414	Kd 	10000.0
Epidermal growth factor receptor	EGFR	P00533	156414	Kd 	0.19
Myosin light chain kinase, smooth muscle	MYLK	Q15746	156414	Kd 	10000.0
Epidermal growth factor receptor	EGFR	P00533	156414	Kd 	0.26
MAP/microtubule affinity-regulating kinase 4	MARK4	Q96L34	156414	Kd 	10000.0
Mitogen-activated protein kinase kinase kinase 19	M3K19	Q56UN5	156414	Kd 	700.0
Cytoplasmic tyrosine-protein kinase BMX	BMX	P51813	156414	Kd 	2600.0
Dual specificity mitogen-activated protein kinase kinase 1	MP2K1	Q02750	156414	Kd 	1800.0
Serine/threonine-protein kinase Nek6	NEK6	Q9HC98	156414	Kd 	10000.0
Hepatocyte growth factor receptor	MET	P08581	156414	Kd 	830.0
Fibroblast growth factor receptor 2	FGFR2	P21802	156414	Kd 	10000.0
Tyrosine-protein kinase ABL1	ABL1	P00519	156414	Kd 	420.0
cGMP-dependent protein kinase 2	KGP2	Q13237	156414	Kd 	10000.0
Tyrosine-protein kinase Blk	BLK	P51451	156414	Kd 	45.0
Serine/threonine-protein kinase RIO1	RIOK1	Q9BRS2	156414	Kd 	10000.0
Tyrosine-protein kinase ITK/TSK	ITK	Q08881	156414	Kd 	5600.0
Interleukin-1 receptor-associated kinase 3	IRAK3	Q9Y616	156414	Kd 	3000.0
SRSF protein kinase 2	SRPK2	P78362	156414	Kd 	10000.0
Serine/threonine-protein kinase Chk1	CHK1	O14757	156414	Kd 	10000.0
Tyrosine-protein kinase Tec	TEC	P42680	156414	Kd 	1500.0
Serine/threonine-protein kinase Nek5	NEK5	Q6P3R8	156414	Kd 	10000.0
Protein-tyrosine kinase 6	PTK6	Q13882	156414	Kd 	3800.0
Serine/threonine-protein kinase DCLK1	DCLK1	O15075	156414	Kd 	10000.0
Phosphorylase b kinase gamma catalytic chain, skeletal muscle/heart isoform	PHKG1	Q16816	156414	Kd 	10000.0
Mitogen-activated protein kinase kinase kinase 13	M3K13	O43283	156414	Kd 	10000.0
Ribosomal protein S6 kinase alpha-5	KS6A5	O75582	156414	Kd 	10000.0
Serine/threonine-protein kinase 10	STK10	O94804	156414	Kd 	430.0
Serine/threonine-protein kinase BRSK1	BRSK1	Q8TDC3	156414	Kd 	10000.0
Serine/threonine-protein kinase B-raf	BRAF	P15056	156414	Kd 	10000.0
Inhibitor of nuclear factor kappa-B kinase subunit alpha	IKKA	O15111	156414	Kd 	10000.0
Tyrosine-protein kinase ABL1	ABL1	P00519	156414	Kd 	550.0
Phosphatidylinositol 4-phosphate 5-kinase type-1 gamma	PI51C	O60331	156414	Kd 	10000.0
Serine/threonine-protein kinase RIO3	RIOK3	O14730	156414	Kd 	10000.0
Cyclin-dependent kinase 19	CDK19	Q9BWU1	156414	Kd 	10000.0
Cyclin-dependent kinase 13	CDK13	Q14004	156414	Kd 	10000.0
Tyrosine-protein kinase FRK	FRK	P42685	156414	Kd 	8100.0
Epidermal growth factor receptor	EGFR	P00533	156414	Kd 	0.19
Receptor tyrosine-protein kinase erbB-3	ERBB3	P21860	156414	Kd 	210.0
Atypical kinase COQ8B, mitochondrial	COQ8B	Q96D53	156414	Kd 	3400.0
Atypical kinase COQ8B, mitochondrial	COQ8B	Q96D53	156414	Kd 	3400.0
Tyrosine-protein kinase ABL1	ABL1	P00519	156414	Kd 	91.0
Ribosomal protein S6 kinase alpha-2	KS6A2	Q15349	156414	Kd 	10000.0
Tyrosine-protein kinase JAK1	JAK1	P23458	156414	Kd 	10000.0
Cyclin-dependent kinase 7	CDK7	P50613	156414	Kd 	10000.0
Ephrin type-B receptor 2	EPHB2	P29323	156414	Kd 	2700.0
Dual specificity protein kinase CLK1	CLK1	P49759	156414	Kd 	10000.0
Tyrosine-protein kinase ABL1	ABL1	P00519	156414	Kd 	1000.0
Calcium/calmodulin-dependent protein kinase type IV	KCC4	Q16566	156414	Kd 	10000.0
Tyrosine-protein kinase Blk	BLK	P51451	156414	Kd 	45.0
Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform	PK3CB	P42338	156414	Kd 	10000.0
Protein kinase C delta type	KPCD	Q05655	156414	Kd 	10000.0
Serine/threonine-protein kinase PAK 5	PAK5	Q9P286	156414	Kd 	10000.0
Serine/threonine-protein kinase Nek4	NEK4	P51957	156414	Kd 	10000.0
MAP kinase-interacting serine/threonine-protein kinase 1	MKNK1	Q9BUB5	156414	Kd 	260.0
G protein-coupled receptor kinase 4	GRK4	P32298	156414	Kd 	10000.0
Serine/threonine-protein kinase 32B	ST32B	Q9NY57	156414	Kd 	10000.0
Tyrosine-protein kinase ABL2	ABL2	P42684	156414	Kd 	870.0
Cytoplasmic tyrosine-protein kinase BMX	BMX	P51813	156414	Kd 	2600.0
cGMP-dependent protein kinase 1	KGP1	Q13976	156414	Kd 	10000.0
Ribosomal protein S6 kinase alpha-2	KS6A2	Q15349	156414	Kd 	10000.0
Aurora kinase B	AURKB	Q96GD4	156414	Kd 	4200.0
Non-receptor tyrosine-protein kinase TYK2	TYK2	P29597	156414	Kd 	10000.0
Mitogen-activated protein kinase kinase kinase 20	M3K20	Q9NYL2	156414	Kd 	1200.0
Epidermal growth factor receptor	EGFR	P00533	156414	Kd 	0.1
Epidermal growth factor receptor	EGFR	P00533	156414	Kd 	0.19
Mitogen-activated protein kinase 4	MK04	P31152	156414	Kd 	5400.0
Serine/threonine-protein kinase TNNI3K	TNI3K	Q59H18	156414	Kd 	5600.0
Serine/threonine-protein kinase pim-2	PIM2	Q9P1W9	156414	Kd 	10000.0
Serine/threonine-protein kinase STK11	STK11	Q15831	156414	Kd 	10000.0
Cyclin-dependent kinase 14	CDK14	O94921	156414	Kd 	10000.0
Calcium/calmodulin-dependent protein kinase type 1D	KCC1D	Q8IU85	156414	Kd 	10000.0
Serine/threonine-protein kinase 32B	ST32B	Q9NY57	156414	Kd 	10000.0
Serine/threonine-protein kinase 36	STK36	Q9NRP7	156414	Kd 	4500.0
Epidermal growth factor receptor	EGFR	P00533	156414	Kd 	0.19
Activated CDC42 kinase 1	ACK1	Q07912	156414	Kd 	10000.0
eIF-2-alpha kinase GCN2	E2AK4	Q9P2K8	156414	Kd 	10000.0
STE20-like serine/threonine-protein kinase	SLK	Q9H2G2	156414	Kd 	1800.0
