Target.Name	prot_name	UniProt..SwissProt..Primary.ID.of.Target.Chain	PubChem_CID	variable	value
Adenosine receptor A2b	AA2BR	P29275	1329	Ki 	51.0
Adenosine receptor A3	AA3R	P0DMS8	1329	Ki 	1722.0
Adenosine receptor A2a	AA2AR	P29274	1329	Ki 	337.0
Adenosine receptor A2a	AA2AR	P29274	1329	Ki 	260.0
Adenosine receptor A1	AA1R	P30542	1329	Ki 	3.2
Adenosine receptor A2a	AA2AR	P29274	1329	Ki 	337.0
Adenosine receptor A3	AA3R	P0DMS8	1329	Ki 	1300.0
Adenosine receptor A3	AA3R	P0DMS8	1329	Ki 	1722.0
Adenosine receptor A2a/A2b	AA2AR	P29274	1329	Ki 	140.0
Adenosine receptor A1	AA1R	P30542	1329	Ki 	3.2
Adenosine receptor A2a	AA2AR	P29274	1329	Ki 	337.0
Adenosine receptor A3	AA3R	P0DMS8	1329	Ki 	1300.0
Adenosine receptor A1	AA1R	P30542	1329	Ki 	6.1
Adenosine receptor A2b	AA2BR	P29275	1329	Ki 	40.0
Adenosine receptor A2a	AA2AR	P29274	1329	Ki 	156.0
Adenosine receptor A1	AA1R	P30542	1329	Ki 	2.2
Adenosine receptor A1	AA1R	P30542	1329	Ki 	2.2
Adenosine receptor A3	AA3R	P0DMS8	1329	Ki 	10000.0
Adenosine receptor A3	AA3R	P0DMS8	1329	Ki 	1722.0
Adenosine receptor A2b	AA2BR	P29275	1329	Ki 	51.0
Adenosine receptor A1	AA1R	P30542	1329	Ki 	1.6
Adenosine receptor A2a	AA2AR	P29274	1329	Ki 	97.0
Adenosine receptor A3	AA3R	P0DMS8	1329	Ki 	1300.0
Adenosine receptor A1	AA1R	P30542	1329	Ki 	3.0
Adenosine receptor A2a	AA2AR	P29274	1329	Ki 	157.0
Adenosine receptor A3	AA3R	P0DMS8	1329	Ki 	1300.0
Adenosine receptor A1	AA1R	P30542	1329	Ki 	12.0
Adenosine receptor A2b	AA2BR	P29275	1329	Ki 	7324.0
Adenosine receptor A2a	AA2AR	P29274	1329	Ki 	337.0
Adenosine receptor A1	AA1R	P30542	1329	Ki 	0.5
Adenosine receptor A2a/A2b	AA2AR	P29274	1329	Ki 	140.0
Adenosine receptor A3	AA3R	P0DMS8	1329	Ki 	1700.0
Adenosine receptor A1	AA1R	P30542	1329	Ki 	1.1
Adenosine receptor A1	AA1R	P30542	1329	Ki 	0.9
Adenosine receptor A1	AA1R	P30542	1329	Ki 	0.5
Adenosine receptor A1	AA1R	P30542	1329	Ki 	3.2
Adenosine receptor A2a	AA2AR	P29274	1329	Ki 	129.0
Adenosine receptor A2b	AA2BR	P29275	1329	Ki 	63.8
Adenosine receptor A3	AA3R	P0DMS8	1329	Ki 	1700.0
Adenosine receptor A3	AA3R	P0DMS8	1329	Ki 	1000.0
Adenosine receptor A3	AA3R	P0DMS8	1329	Ki 	200.0
Adenosine receptor A2a	AA2AR	P29274	1329	Ki 	788.0
Adenosine receptor A2a	AA2AR	P29274	1329	Ki 	130.0
Adenosine receptor A2a	AA2AR	P29274	1329	Ki 	129.0
Adenosine receptor A1	AA1R	P30542	1329	Ki 	2.93
Adenosine receptor A3	AA3R	P0DMS8	1329	Ki 	1722.0
Adenosine receptor A2a	AA2AR	P29274	1329	Ki 	741310241.0
Adenosine receptor A3	AA3R	P0DMS8	1329	Ki 	1000.0
Adenosine receptor A1	AA1R	P30542	1329	Ki 	0.9
Adenosine receptor A2a	AA2AR	P29274	1329	Ki 	260.0
Adenosine receptor A2a	AA2AR	P29274	1329	Ki 	337.0
Adenosine receptor A1	AA1R	P30542	1329	Ki 	40.0
Adenosine receptor A1	AA1R	P30542	1329	Ki 	0.5
Adenosine receptor A2a	AA2AR	P29274	1329	Ki 	741310241.0
Adenosine receptor A1	AA1R	P30542	1329	Ki 	2.2
Adenosine receptor A3	AA3R	P0DMS8	1329	Ki 	509.0
Adenosine receptor A3	AA3R	P0DMS8	1329	Ki 	1700.0
Adenosine receptor A2a	AA2AR	P29274	1329	Ki 	130.0
Adenosine receptor A1	AA1R	P30542	1329	Ki 	6.1
Adenosine receptor A1	AA1R	P30542	1329	Ki 	995405417.0
Adenosine receptor A2b	AA2BR	P29275	1329	Ki 	73.0
Adenosine receptor A2a	AA2AR	P29274	1329	Ki 	337.0
Adenosine receptor A3	AA3R	P0DMS8	1329	Ki 	4000.0
Adenosine receptor A2b	AA2BR	P29275	1329	Ki 	1000.0
Adenosine receptor A1	AA1R	P30542	1329	Ki 	1.6
Adenosine receptor A3	AA3R	P0DMS8	1329	Ki 	243.0
Mu-type opioid receptor	OPRM	P35372	1329	Ki 	100000.0
Adenosine receptor A2a	AA2AR	P29274	1329	Ki 	337.0
Adenosine receptor A2a	AA2AR	P29274	1329	Ki 	144.0
Adenosine receptor A3	AA3R	P0DMS8	1329	Ki 	1300.0
Adenosine receptor A1	AA1R	P30542	1329	Ki 	0.588844
Adenosine receptor A1	AA1R	P30542	1329	Ki 	2.2
Adenosine receptor A3	AA3R	P0DMS8	1329	Ki 	1300.0
Adenosine receptor A1	AA1R	P30542	1329	Ki 	2.2
Adenosine receptor A1	AA1R	P30542	1329	Ki 	12.9
Adenosine receptor A1	AA1R	P30542	1329	Ki 	995405417.0
Adenosine receptor A1	AA1R	P30542	1329	Ki 	6.5
Adenosine receptor A1	AA1R	P30542	1329	Ki 	4.0
Adenosine receptor A3	AA3R	P0DMS8	1329	Ki 	10000.0
Adenosine receptor A2a	AA2AR	P29274	1329	Ki 	291.0
Adenosine receptor A2a/A2b	AA2AR	P29274	1329	Ki 	590.0
Adenosine receptor A2a	AA2AR	P29274	1329	Ki 	56.0
Adenosine receptor A2a	AA2AR	P29274	1329	Ki 	200.0
Adenosine receptor A2a	AA2AR	P29274	1329	Ki 	157.0
Adenosine receptor A2a	AA2AR	P29274	1329	Ki 	130.0
Adenosine receptor A2b	AA2BR	P29275	1329	Ki 	56.0
Adenosine receptor A1	AA1R	P30542	1329	Ki 	0.5
Adenosine receptor A1	AA1R	P30542	1329	Ki 	0.47
Adenosine receptor A1	AA1R	P30542	1329	Ki 	3.9
Adenosine receptor A3	AA3R	P0DMS8	1329	Ki 	1000.0
Adenosine receptor A3	AA3R	P0DMS8	1329	Ki 	758.57
Adenosine receptor A1	AA1R	P30542	1329	Ki 	95.0
Adenosine receptor A1	AA1R	P30542	1329	Ki 	3.2
Adenosine receptor A2a	AA2AR	P29274	1329	Ki 	226.0
Adenosine receptor A3	AA3R	P0DMS8	1329	Ki 	10000.0
Adenosine receptor A1	AA1R	P30542	1329	Ki 	6.7
Adenosine receptor A2b	AA2BR	P29275	1329	Ki 	73.0
Adenosine receptor A1	AA1R	P30542	1329	Ki 	6.1
Adenosine receptor A3	AA3R	P0DMS8	1329	Ki 	1000.0
Adenosine receptor A3	AA3R	P0DMS8	1329	Ki 	1210.0
Adenosine receptor A1	AA1R	P30542	1329	Ki 	0.5
Adenosine receptor A1	AA1R	P30542	1329	Ki 	7.0
Adenosine receptor A3	AA3R	P0DMS8	1329	Ki 	1722.0
Adenosine receptor A2a	AA2AR	P29274	1329	Ki 	130.0
Adenosine receptor A1	AA1R	P30542	1329	Ki 	1.6
Adenosine receptor A2a	AA2AR	P29274	1329	Ki 	157.0
Adenosine receptor A2a	AA2AR	P29274	1329	Ki 	70.0
Adenosine receptor A2a	AA2AR	P29274	1329	Ki 	337.0
Adenosine receptor A2a	AA2AR	P29274	1329	Ki 	260.0
Adenosine receptor A3	AA3R	P0DMS8	1329	Ki 	4000.0
Adenosine receptor A3	AA3R	P0DMS8	1329	Ki 	1700.0
Adenosine receptor A2b	AA2BR	P29275	1329	Ki 	73.0
Adenosine receptor A2b	AA2BR	P29275	1329	Ki 	73.0
Adenosine receptor A2a	AA2AR	P29274	1329	Ki 	337.0
Adenosine receptor A2a	AA2AR	P29274	1329	Ki 	260.0
Adenosine receptor A1	AA1R	P30542	1329	Ki 	3.2
Adenosine receptor A1	AA1R	P30542	1329	Ki 	2.2
Adenosine receptor A3	AA3R	P0DMS8	1329	Ki 	1200.0
Adenosine receptor A3	AA3R	P0DMS8	1329	Ki 	1300.0
Adenosine receptor A1	AA1R	P30542	1329	Ki 	2.13
Adenosine receptor A2a	AA2AR	P29274	1329	Ki 	157.0
Adenosine receptor A2a	AA2AR	P29274	1329	Ki 	337.0
Adenosine receptor A2a	AA2AR	P29274	1329	Ki 	157.0
Adenosine receptor A2b	AA2BR	P29275	1329	Ki 	73.0
Adenosine receptor A3	AA3R	P0DMS8	1329	Ki 	1722.0
Adenosine receptor A2a	AA2AR	P29274	1329	Ki 	340.0
Adenosine receptor A2a	AA2AR	P29274	1329	Ki 	157.0
Adenosine receptor A2a	AA2AR	P29274	1329	Ki 	129.0
Adenosine receptor A2b	AA2BR	P29275	1329	Ki 	56.0
Adenosine receptor A1	AA1R	P30542	1329	Ki 	3.2
Adenosine receptor A2a	AA2AR	P29274	1329	Ki 	337.0
Adenosine receptor A2a	AA2AR	P29274	1329	Ki 	260.0
Sodium-dependent serotonin transporter	SC6A4	P31645	1615	Ki 	0.73
5-hydroxytryptamine receptor 1D	5HT1D	P28221	1615	Ki 	10000.0
5-hydroxytryptamine receptor 2B	5HT2B	P41595	1615	Ki 	500.0
Sodium-dependent dopamine transporter	SC6A3	Q01959	1615	Ki 	10000.0
5-hydroxytryptamine receptor 3A	5HT3A	P46098	1615	Ki 	10000.0
Sodium-dependent noradrenaline transporter	SC6A2	P23975	1615	Ki 	10000.0
5-hydroxytryptamine receptor 1E	5HT1E	P28566	1615	Ki 	10000.0
Neuronal acetylcholine receptor subunit alpha-7	ACHA7	P36544	1615	Ki 	10000.0
Neuronal acetylcholine receptor subunit alpha-2	ACHA2	Q15822	1615	Ki 	10000.0
Sodium-dependent serotonin transporter	SC6A4	P31645	1615	Ki 	10000.0
Sodium-dependent serotonin transporter	SC6A4	P31645	1615	Ki 	2.03
5-hydroxytryptamine receptor 7	5HT7R	P34969	1615	Ki 	10000.0
Prostaglandin E2 receptor EP4 subtype	PE2R4	P35408	1615	Ki 	10000.0
5-hydroxytryptamine receptor 2B	5HT2B	P41595	1615	Ki 	2000.0
Alpha-1A adrenergic receptor	ADA1A	P35348	1615	Ki 	10000.0
Neuronal acetylcholine receptor subunit alpha-3	ACHA3	P32297	1615	Ki 	10000.0
5-hydroxytryptamine receptor 6	5HT6R	P50406	1615	Ki 	10000.0
Neuronal acetylcholine receptor subunit alpha-2	ACHA2	Q15822	1615	Ki 	10000.0
Histamine H1 receptor	HRH1	P35367	1615	Ki 	2138.0
Sodium-dependent serotonin transporter	SC6A4	P31645	1615	Ki 	10000.0
Histamine H2 receptor	HRH2	P25021	1615	Ki 	10000.0
D(2) dopamine receptor	DRD2	P14416	1615	Ki 	10000.0
Muscarinic acetylcholine receptor M5	ACM5	P08912	1615	Ki 	6339.0
5-hydroxytryptamine receptor 1B	5HT1B	P28222	1615	Ki 	10000.0
Neuronal acetylcholine receptor subunit alpha-3	ACHA3	P32297	1615	Ki 	10000.0
Muscarinic acetylcholine receptor M3	ACM3	P20309	1615	Ki 	1851.0
Cytochrome P450 2C9	CP2C9	P11712	1775	Ki 	10000.0
Cytochrome P450 2C9	CP2C9	P11712	1775	Ki 	6000.0
Acetylcholinesterase	ACES	P22303	1935	Ki 	23.0
Acetylcholinesterase	ACES	P22303	1935	Ki 	151.0
Acetylcholinesterase	ACES	P22303	1935	Ki 	283.0
Acetylcholinesterase	ACES	P22303	1935	Ki 	101.0
Acetylcholinesterase	ACES	P22303	1935	Ki 	6.9
Acetylcholinesterase	ACES	P22303	1935	Ki 	7.6
Acetylcholinesterase	ACES	P22303	1935	Ki 	225.0
Acetylcholinesterase	ACES	P22303	1935	Ki 	36.0
Cholinesterase	CHLE	P06276	1935	Ki 	8.7
Acetylcholinesterase	ACES	P22303	1935	Ki 	32.0
Cholinesterase	CHLE	P06276	1935	Ki 	7.0
Cytochrome P450 1A2	CP1A2	P05177	1935	Ki 	1940.0
Acetylcholinesterase	ACES	P22303	1935	Ki 	7.64
Cholinesterase	CHLE	P06276	1935	Ki 	7.0
Acetylcholinesterase	ACES	P22303	1935	Ki 	137.0
Cannabinoid receptor 2	CNR2	P34972	1935	Ki 	1000.0
Acetylcholinesterase	ACES	P22303	1935	Ki 	40.0
Acetylcholinesterase	ACES	P22303	1935	Ki 	151.0
Acetylcholinesterase	ACES	P22303	1935	Ki 	110.0
Acetylcholinesterase	ACES	P22303	1935	Ki 	36.0
Acetylcholinesterase	ACES	P22303	1935	Ki 	225.0
Cholinesterase	CHLE	P06276	1935	Ki 	7.0
Acetylcholine receptor subunit epsilon	ACHE	Q04844	1935	Ki 	152.0
Cannabinoid receptor 1	CNR1	P21554	1935	Ki 	1000.0
Acetylcholinesterase	ACES	P22303	1935	Ki 	40.0
Acetylcholinesterase	ACES	P22303	1935	Ki 	151.0
Acetylcholinesterase	ACES	P22303	1935	Ki 	101.0
Acetylcholinesterase	ACES	P22303	1935	Ki 	36.0
Cholinesterase	CHLE	P06276	1935	Ki 	7.0
Cholinesterase	CHLE	P06276	1935	Ki 	8.7
Carbonic anhydrase 1	CAH1	P00915	1983	Ki 	10000.0
Carbonic anhydrase 5B, mitochondrial	CAH5B	Q9Y2D0	1983	Ki 	296000.0
Prostaglandin G/H synthase 2	PGH2	P35354	1983	Ki 	10000.0
Carbonic anhydrase 4	CAH4	P22748	1983	Ki 	11400.0
Carbonic anhydrase 7	CAH7	P43166	1983	Ki 	9100.0
Carbonic anhydrase 9	CAH9	Q16790	1983	Ki 	70700.0
Prostaglandin G/H synthase 2	PGH2	P35354	1983	Ki 	10000.0
Carbonic anhydrase 5A, mitochondrial	CAH5A	P35218	1983	Ki 	802000.0
Carbonic anhydrase 1	CAH1	P00915	1983	Ki 	10000.0
Prostaglandin G/H synthase 2	PGH2	P35354	1983	Ki 	10000.0
Carbonic anhydrase 3	CAH3	P07451	1983	Ki 	7100.0
Carbonic anhydrase 2	CAH2	P00918	1983	Ki 	6200.0
Carbonic anhydrase 14	CAH14	Q9ULX7	1983	Ki 	10600.0
Carbonic anhydrase 2	CAH2	P00918	1983	Ki 	6200.0
Carbonic anhydrase 1	CAH1	P00915	1983	Ki 	10000.0
Carbonic anhydrase 12	CAH12	O43570	1983	Ki 	4100.0
Carbonic anhydrase 2	CAH2	P00918	1983	Ki 	6200.0
Carbonic anhydrase 9	CAH9	Q16790	1983	Ki 	70700.0
Alpha-1A adrenergic receptor	ADA1A	P35348	2092	Ki 	3.16
Alpha-1D adrenergic receptor	ADA1D	P25100	2092	Ki 	3.6
Alpha-1A adrenergic receptor	ADA1A	P35348	2092	Ki 	8.2
Sigma non-opioid intracellular receptor 1	SGMR1	Q99720	2130	Ki 	20.0
Nitric oxide synthase, brain	NOS1	P29475	2146	Ki 	3300.0
Complement C1s subcomponent	C1S	P09871	2146	Ki 	18100000.0
Prostaglandin G/H synthase 2	PGH2	P35354	2151	Ki 	10000.0
Prostaglandin G/H synthase 2	PGH2	P35354	2151	Ki 	10000.0
Adenosine receptor A1	AA1R	P30542	2153	Ki 	10100.0
Adenosine receptor A1	AA1R	P30542	2153	Ki 	0.6
Adenosine receptor A2b	AA2BR	P29275	2153	Ki 	9070.0
Adenosine receptor A3	AA3R	P0DMS8	2153	Ki 	86000.0
Adenosine receptor A2b	AA2BR	P29275	2153	Ki 	9070.0
Adenosine receptor A3	AA3R	P0DMS8	2153	Ki 	86000.0
Adenosine receptor A3	AA3R	P0DMS8	2153	Ki 	85100.0
Adenosine receptor A2b	AA2BR	P29275	2153	Ki 	2700.0
Adenosine receptor A3	AA3R	P0DMS8	2153	Ki 	10000.0
Adenosine receptor A2b	AA2BR	P29275	2153	Ki 	9070.0
Adenosine receptor A2a	AA2AR	P29274	2153	Ki 	21000.0
Adenosine receptor A2b	AA2BR	P29275	2153	Ki 	9200.0
Adenosine receptor A2a	AA2AR	P29274	2153	Ki 	1710.0
Adenosine receptor A1	AA1R	P30542	2153	Ki 	6770.0
Adenosine receptor A2a	AA2AR	P29274	2153	Ki 	6700.0
Alkaline phosphatase, tissue-nonspecific isozyme	PPBT	P05186	2153	Ki 	82000.0
Adenosine receptor A2b	AA2BR	P29275	2153	Ki 	7850.0
Adenosine receptor A3	AA3R	P0DMS8	2153	Ki 	14.0
Adenosine receptor A1	AA1R	P30542	2153	Ki 	8500.0
Adenosine receptor A2a	AA2AR	P29274	2153	Ki 	10000.0
Adenosine receptor A2a	AA2AR	P29274	2153	Ki 	10000.0
Adenosine receptor A1	AA1R	P30542	2153	Ki 	6200.0
Adenosine receptor A2b	AA2BR	P29275	2153	Ki 	7059.0
Adenosine receptor A2b	AA2BR	P29275	2153	Ki 	9070.0
Adenosine receptor A3	AA3R	P0DMS8	2153	Ki 	22300.0
Adenosine receptor A3	AA3R	P0DMS8	2153	Ki 	86000.0
Adenosine receptor A2a	AA2AR	P29274	2153	Ki 	7900.0
Adenosine receptor A2a/A2b	AA2AR	P29274	2153	Ki 	16600.0
Adenosine receptor A2a	AA2AR	P29274	2153	Ki 	2780.0
Adenosine receptor A3	AA3R	P0DMS8	2153	Ki 	86000.0
Adenosine receptor A2a	AA2AR	P29274	2153	Ki 	21000.0
Adenosine receptor A2b	AA2BR	P29275	2153	Ki 	9070.0
Adenosine receptor A2a	AA2AR	P29274	2153	Ki 	7900.0
Adenosine receptor A1	AA1R	P30542	2153	Ki 	6200.0
Adenosine receptor A2a	AA2AR	P29274	2153	Ki 	21000.0
Adenosine receptor A1	AA1R	P30542	2153	Ki 	6200.0
Adenosine receptor A3	AA3R	P0DMS8	2153	Ki 	86000.0
Adenosine receptor A3	AA3R	P0DMS8	2153	Ki 	22300.0
Adenosine receptor A2a	AA2AR	P29274	2153	Ki 	7900.0
Adenosine receptor A2a	AA2AR	P29274	2153	Ki 	18500.0
Adenosine receptor A1	AA1R	P30542	2153	Ki 	6770.0
Adenosine receptor A2b	AA2BR	P29275	2153	Ki 	9000.0
Adenosine receptor A3	AA3R	P0DMS8	2153	Ki 	86000.0
Adenosine receptor A3	AA3R	P0DMS8	2153	Ki 	52300.0
Adenosine receptor A2a	AA2AR	P29274	2153	Ki 	1710.0
Adenosine receptor A2a	AA2AR	P29274	2153	Ki 	10000.0
Adenosine receptor A2a	AA2AR	P29274	2153	Ki 	1710.0
Adenosine receptor A2a	AA2AR	P29274	2153	Ki 	1710.0
Adenosine receptor A3	AA3R	P0DMS8	2153	Ki 	86400.0
Adenosine receptor A2a/A2b	AA2AR	P29274	2153	Ki 	14000.0
Adenosine receptor A2a	AA2AR	P29274	2153	Ki 	0.6
Adenosine receptor A1	AA1R	P30542	2153	Ki 	6770.0
Adenosine receptor A2a/A2b	AA2AR	P29274	2153	Ki 	14000.0
Adenosine receptor A3	AA3R	P0DMS8	2153	Ki 	86000.0
Adenosine receptor A1	AA1R	P30542	2153	Ki 	6920.0
Adenosine receptor A1	AA1R	P30542	2153	Ki 	6200.0
Adenosine receptor A2a	AA2AR	P29274	2153	Ki 	7900.0
Adenosine receptor A2b	AA2BR	P29275	2153	Ki 	9070.0
Adenosine receptor A2b	AA2BR	P29275	2153	Ki 	7850.0
Adenosine receptor A1	AA1R	P30542	2153	Ki 	6770.0
Adenosine receptor A1	AA1R	P30542	2153	Ki 	6200.0
Adenosine receptor A2b	AA2BR	P29275	2153	Ki 	9070.0
Adenosine receptor A2a/A2b	AA2AR	P29274	2153	Ki 	13800.0
Adenosine receptor A2a	AA2AR	P29274	2153	Ki 	10000.0
Adenosine receptor A1	AA1R	P30542	2153	Ki 	6200.0
Adenosine receptor A2a	AA2AR	P29274	2153	Ki 	21000.0
Adenosine receptor A2a	AA2AR	P29274	2153	Ki 	6700.0
Adenosine receptor A3	AA3R	P0DMS8	2153	Ki 	22300.0
Adenosine receptor A2b	AA2BR	P29275	2153	Ki 	9070.0
Adenosine receptor A1	AA1R	P30542	2153	Ki 	6200.0
Adenosine receptor A2b	AA2BR	P29275	2153	Ki 	9070.0
Adenosine receptor A2a	AA2AR	P29274	2153	Ki 	7900.0
Adenosine receptor A3	AA3R	P0DMS8	2153	Ki 	86000.0
Adenosine receptor A2a	AA2AR	P29274	2153	Ki 	4200.0
Adenosine receptor A3	AA3R	P0DMS8	2153	Ki 	10000.0
Adenosine receptor A1	AA1R	P30542	2153	Ki 	6770.0
Adenosine receptor A1	AA1R	P30542	2153	Ki 	6200.0
Adenosine receptor A3	AA3R	P0DMS8	2153	Ki 	22300.0
Adenosine receptor A3	AA3R	P0DMS8	2153	Ki 	22300.0
Adenosine receptor A2a	AA2AR	P29274	2153	Ki 	6700.0
Adenosine receptor A2a	AA2AR	P29274	2153	Ki 	4200.0
Adenosine receptor A2a	AA2AR	P29274	2153	Ki 	25000.0
3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase	EBP	Q15125	2157	Ki 	25.0
Sigma non-opioid intracellular receptor 1	SGMR1	Q99720	2157	Ki 	1.0
Sodium-dependent noradrenaline transporter	SC6A2	P23975	2160	Ki 	63.0
Sodium-dependent serotonin transporter	SC6A4	P31645	2160	Ki 	3.45
Muscarinic acetylcholine receptor M2	ACM2	P08172	2160	Ki 	9.6
Histamine H1 receptor	HRH1	P35367	2160	Ki 	0.67
5-hydroxytryptamine receptor 1A	5HT1A	P08908	2160	Ki 	450.0
5-hydroxytryptamine receptor 2C	5HT2C	P28335	2160	Ki 	18.0
5-hydroxytryptamine receptor 6	5HT6R	P50406	2160	Ki 	141.25
Sodium-dependent serotonin transporter	SC6A4	P31645	2160	Ki 	5.4
Sodium-dependent dopamine transporter	SC6A3	Q01959	2160	Ki 	7500.0
Sodium-dependent serotonin transporter	SC6A4	P31645	2160	Ki 	9.2
D(2) dopamine receptor	DRD2	P14416	2160	Ki 	1460.0
Sodium-dependent noradrenaline transporter	SC6A2	P23975	2160	Ki 	19.0
Sodium-dependent serotonin transporter	SC6A4	P31645	2160	Ki 	5.4
Sodium-dependent noradrenaline transporter	SC6A2	P23975	2160	Ki 	35.0
Alpha-2A adrenergic receptor	ADA2A	P08913	2160	Ki 	690.0
Muscarinic acetylcholine receptor M1	ACM1	P11229	2160	Ki 	14.7
Sodium-dependent noradrenaline transporter	SC6A2	P23975	2160	Ki 	13.3
Muscarinic acetylcholine receptor M5	ACM5	P08912	2160	Ki 	24.0
Sodium-dependent serotonin transporter	SC6A4	P31645	2160	Ki 	2.8
Muscarinic acetylcholine receptor M5	ACM5	P08912	2160	Ki 	15.7
5-hydroxytryptamine receptor 6	5HT6R	P50406	2160	Ki 	65.0
Muscarinic acetylcholine receptor M4	ACM4	P08173	2160	Ki 	7.2
Histamine H3 receptor	HRH3	Q9Y5N1	2160	Ki 	1000.0
D(1B) dopamine receptor	DRD5	P21918	2160	Ki 	170.0
Sodium-dependent dopamine transporter	SC6A3	Q01959	2160	Ki 	3250.0
Histamine H1 receptor	HRH1	P35367	2160	Ki 	0.95
Sodium-dependent dopamine transporter	SC6A3	Q01959	2160	Ki 	2580.0
Histamine H4 receptor	HRH4	Q9H3N8	2160	Ki 	33.6
Muscarinic acetylcholine receptor M1	ACM1	P11229	2160	Ki 	11.0
Alpha-2A adrenergic receptor	ADA2A	P08913	2160	Ki 	114.0
D(3) dopamine receptor	DRD3	P35462	2160	Ki 	206.0
Alpha-1A adrenergic receptor	ADA1A	P35348	2160	Ki 	4.4
D(2) dopamine receptor	DRD2	P14416	2160	Ki 	196.0
D(1A) dopamine receptor	DRD1	P21728	2160	Ki 	89.0
Alpha-1A adrenergic receptor	ADA1A	P35348	2160	Ki 	24.0
Muscarinic acetylcholine receptor M2	ACM2	P08172	2160	Ki 	11.8
Muscarinic acetylcholine receptor M3	ACM3	P20309	2160	Ki 	39.0
Histamine H1 receptor	HRH1	P35367	2160	Ki 	1.12
Muscarinic acetylcholine receptor M3	ACM3	P20309	2160	Ki 	12.8
Sodium-dependent noradrenaline transporter	SC6A2	P23975	2160	Ki 	102.0
Histamine N-methyltransferase	HNMT	P50135	2165	Ki 	19.0
Prostaglandin G/H synthase 2	PGH2	P35354	2244	Ki 	10000.0
Carbonic anhydrase 1	CAH1	P00915	2244	Ki 	7530000.0
Carbonic anhydrase 2	CAH2	P00918	2244	Ki 	3660000.0
Prostaglandin G/H synthase 2	PGH2	P35354	2244	Ki 	10000.0
Prostaglandin G/H synthase 2	PGH2	P35354	2244	Ki 	52000.0
Prostaglandin G/H synthase 2	PGH2	P35354	2244	Ki 	7500.0
Gamma-aminobutyric acid type B receptor subunit 1/2	GABR1	Q9UBS5	2284	Ki 	6000.0
Alpha-1A adrenergic receptor	ADA1A	P35348	2435	Ki 	2818.0
Carbonic anhydrase 5B, mitochondrial	CAH5B	Q9Y2D0	2471	Ki 	159.0
Carbonic anhydrase 7	CAH7	P43166	2471	Ki 	62.0
Carbonic anhydrase 12	CAH12	O43570	2471	Ki 	21.1
Carbonic anhydrase 1	CAH1	P00915	2471	Ki 	4930.0
Carbonic anhydrase 4	CAH4	P22748	2471	Ki 	303.0
Carbonic anhydrase 2	CAH2	P00918	2471	Ki 	6980.0
Carbonic anhydrase 9	CAH9	Q16790	2471	Ki 	25.8
Carbonic anhydrase 14	CAH14	Q9ULX7	2471	Ki 	250.0
Carbonic anhydrase 5A, mitochondrial	CAH5A	P35218	2471	Ki 	700.0
Carbonic anhydrase 3	CAH3	P07451	2471	Ki 	200000.0
Solute carrier family 22 member 1	S22A1	O15245	2520	Ki 	2900.0
Histamine H1 receptor	HRH1	P35367	2554	Ki 	10000.0
D(2) dopamine receptor	DRD2	P14416	2554	Ki 	10000.0
Beta-2 adrenergic receptor	ADRB2	P07550	2585	Ki 	1.1
Beta-3 adrenergic receptor	ADRB3	P13945	2585	Ki 	247.0
Beta-2 adrenergic receptor	ADRB2	P07550	2585	Ki 	0.19
Beta-1 adrenergic receptor	ADRB1	P08588	2585	Ki 	1.7
CDGSH iron-sulfur domain-containing protein 1	CISD1	Q9NZ45	2603	Ki 	1497.0
Histamine H1 receptor	HRH1	P35367	2678	Ki 	5.89
Histamine H1 receptor	HRH1	P35367	2678	Ki 	50.0
Histamine H4 receptor	HRH4	Q9H3N8	2678	Ki 	10000.0
Histamine H1 receptor	HRH1	P35367	2678	Ki 	3.16
Histamine H1 receptor	HRH1	P35367	2678	Ki 	50.12
Histamine H1 receptor	HRH1	P35367	2678	Ki 	14.0
Histamine H1 receptor	HRH1	P35367	2678	Ki 	14.0
Histamine H1 receptor	HRH1	P35367	2678	Ki 	14.0
Muscarinic acetylcholine receptor M3	ACM3	P20309	2719	Ki 	3311.0
Sigma non-opioid intracellular receptor 1	SGMR1	Q99720	2719	Ki 	79.0
Muscarinic acetylcholine receptor M5	ACM5	P08912	2719	Ki 	21878.0
Potassium voltage-gated channel subfamily H member 2	KCNH2	Q12809	2719	Ki 	3162.0
Potassium voltage-gated channel subfamily H member 2	KCNH2	Q12809	2719	Ki 	7500.0
D(2) dopamine receptor	DRD2	P14416	2726	Ki 	1.8
Muscarinic acetylcholine receptor M3	ACM3	P20309	2726	Ki 	67.0
D(2) dopamine receptor	DRD2	P14416	2726	Ki 	4.0
Histamine H1 receptor	HRH1	P35367	2726	Ki 	3.0
5-hydroxytryptamine receptor 7	5HT7R	P34969	2726	Ki 	11.0
5-hydroxytryptamine receptor 6	5HT6R	P50406	2726	Ki 	20.1
D(2) dopamine receptor	DRD2	P14416	2726	Ki 	6.1
D(4) dopamine receptor	DRD4	P21917	2726	Ki 	15.7
Aldehyde oxidase	AOXA	Q06278	2726	Ki 	620.0
D(4) dopamine receptor	DRD4	P21917	2726	Ki 	18.0
Muscarinic acetylcholine receptor M3	ACM3	P20309	2726	Ki 	67.0
D(2) dopamine receptor	DRD2	P14416	2726	Ki 	3.0
