PubChem_CID	name	iupac_name	inchi_key	References	ototoxicity_sum	abs_sum	score	class
92786	Allopregnanolone	1-[(3R,5S,8R,9S,10S,13S,14S,17S)-3-hydroxy-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-17-yl]ethanone	AURFZBICLPNKBZ-SYBPFIFISA-N	38976049	1	1	0.0084217618325753	ototoxic
93405	70331-94-1	2-[[2-[2-[3-(3,5-ditert-butyl-4-hydroxyphenyl)propanoyloxy]ethylamino]-2-oxoacetyl]amino]ethyl 3-(3,5-ditert-butyl-4-hydroxyphenyl)propanoate	OXWDLAHVJDUQJM-UHFFFAOYSA-N	39355176, 35051751, 34492426	-3	3	-0.0252652854977261	otoprotective
95170	5436-43-1	2,4-dibromo-1-(2,4-dibromophenoxy)benzene	XYBSIYMGXVUVGY-UHFFFAOYSA-N	40835755, 34146985	2	2	0.0168435236651507	ototoxic
101744	Cinchonidine	(R)-[(2S,4S,5R)-5-ethenyl-1-azabicyclo[2.2.2]octan-2-yl]-quinolin-4-ylmethanol	KMPWYEUPVWOPIM-KODHJQJWSA-N	37577804	-1	1	-0.0084217618325753	otoprotective
104730	Cobalt	cobalt	GUTLYIVDDKVIGB-UHFFFAOYSA-N	41383593, 38101458, 35030554, 32687006, 31169566, 27142062, 23069009, 14636620	8	8	0.067374094660603	ototoxic
104741	Fulvestrant	(7R,8R,9S,13S,14S,17S)-13-methyl-7-[9-(4,4,5,5,5-pentafluoropentylsulfinyl)nonyl]-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthrene-3,17-diol	VWUXBMIQPBEWFH-WCCTWKNTSA-N	40987193	-1	1	-0.0084217618325753	otoprotective
104751	Bapta	2-[2-[2-[2-[bis(carboxymethyl)amino]phenoxy]ethoxy]-N-(carboxymethyl)anilino]acetic acid	FTEDXVNDVHYDQW-UHFFFAOYSA-N	23359017, 16051626	-2	2	-0.0168435236651507	otoprotective
104799	Fotemustine	1-(2-chloroethyl)-3-(1-diethoxyphosphorylethyl)-1-nitrosourea	YAKWPXVTIGTRJH-UHFFFAOYSA-N	17888195	1	1	0.0084217618325753	ototoxic
104806	Peroxynitrite	oxido nitrite	CMFNMSMUKZHDEY-UHFFFAOYSA-M	23006905	1	1	0.0084217618325753	ototoxic
104810	Barium(2+)	barium(2+)	XDFCIPNJCBUZJN-UHFFFAOYSA-N	8951443	1	1	0.0084217618325753	ototoxic
104817	8059-24-3	(5-hydroxy-4,6-dimethyl-3-pyridinyl)methyl phosphate	RBCOYOYDYNXAFA-UHFFFAOYSA-L	9179457	-1	1	-0.0084217618325753	otoprotective
104897	Lanthanum cation (3+)	lanthanum(3+)	CZMAIROVPAYCMU-UHFFFAOYSA-N	32497837	-1	1	-0.0084217618325753	otoprotective
104902	Tirilazad mesylate	(8S,10S,13S,14S,16R,17S)-17-[2-[4-(2,6-dipyrrolidin-1-ylpyrimidin-4-yl)piperazin-1-yl]acetyl]-10,13,16-trimethyl-6,7,8,12,14,15,16,17-octahydrocyclopenta[a]phenanthren-3-one;methanesulfonic acid	HPZOOQSXPMEJBV-ODCFVKFUSA-N	8464301	-1	1	-0.0084217618325753	otoprotective
107647	Fluorocitric acid	1-fluoro-2-hydroxypropane-1,2,3-tricarboxylic acid	DGXLYHAWEBCTRU-UHFFFAOYSA-N	999143, 178265	2	2	0.0168435236651507	ototoxic
107656	133681-84-2	2-[[4-(2,6-dipyrrolidin-1-ylpyrimidin-4-yl)piperazin-1-yl]methyl]-2,5,7,8-tetramethyl-3,4-dihydrochromen-6-ol;dihydrochloride	KJGXSMZHYBXPIS-UHFFFAOYSA-N	8464301	-1	1	-0.0084217618325753	otoprotective
107663	Magnesium;hydride	magnesium hydride	RHLWKNJTVXDVHU-UHFFFAOYSA-N	40790374	-1	1	-0.0084217618325753	otoprotective
107699	Cgp 35348	3-aminopropyl(diethoxymethyl)phosphinic acid	QIIVUOWTHWIXFO-UHFFFAOYSA-N	7623742	-1	1	-0.0084217618325753	otoprotective
107800	Dactimicin	N-[4-amino-3-[3-amino-6-(1-aminoethyl)oxan-2-yl]oxy-2,5-dihydroxy-6-methoxycyclohexyl]-2-(aminomethylideneamino)-N-methylacetamide	VFBPKQSATYZKRX-UHFFFAOYSA-N	2311443, 2612232, 3447874	3	3	0.0252652854977261	ototoxic
107807	Perindopril	(2S,3aS,7aS)-1-[(2S)-2-[[(2S)-1-ethoxy-1-oxopentan-2-yl]amino]propanoyl]-2,3,3a,4,5,6,7,7a-octahydroindole-2-carboxylic acid	IPVQLZZIHOAWMC-QXKUPLGCSA-N	30066022, 1580287	0	2	0.0	undetermined
107970	Fingolimod	2-amino-2-[2-(4-octylphenyl)ethyl]propane-1,3-diol	KKGQTZUTZRNORY-UHFFFAOYSA-N	36911568	1	1	0.0084217618325753	ototoxic
107985	Triptolide	(1S,2S,4S,5S,7R,8R,9S,11S,13S)-8-hydroxy-1-methyl-7-propan-2-yl-3,6,10,16-tetraoxaheptacyclo[11.7.0.02,4.02,9.05,7.09,11.014,18]icos-14(18)-en-17-one	DFBIRQPKNDILPW-CIVMWXNOSA-N	31288072	1	1	0.0084217618325753	ototoxic
108000	Ramosetron	(1-methylindol-3-yl)-[(5R)-4,5,6,7-tetrahydro-3H-benzimidazol-5-yl]methanone	NTHPAPBPFQJABD-LLVKDONJSA-N	40898019, 26257852	0	2	0.0	undetermined
108018	N-chlorotaurine	2-(chloroamino)ethanesulfonic acid	NMMHHSLZJLPMEG-UHFFFAOYSA-N	14763579	-1	1	-0.0084217618325753	otoprotective
108107	Benzamil	3,5-diamino-N-(N'-benzylcarbamimidoyl)-6-chloropyrazine-2-carboxamide	KXDROGADUISDGY-UHFFFAOYSA-N	38718672, 33084473	-2	2	-0.0168435236651507	otoprotective
108130	Schisandrin b	3,4,5,19-tetramethoxy-9,10-dimethyl-15,17-dioxatetracyclo[10.7.0.02,7.014,18]nonadeca-1(19),2,4,6,12,14(18)-hexaene	RTZKSTLPRTWFEV-UHFFFAOYSA-N	38789064	-1	1	-0.0084217618325753	otoprotective
108143	Tamibarotene	4-[(5,5,8,8-tetramethyl-6,7-dihydronaphthalen-2-yl)carbamoyl]benzoic acid	MUTNCGKQJGXKEM-UHFFFAOYSA-N	31527426	-1	1	-0.0084217618325753	otoprotective
108173	Tocainide hydrochloride	2-amino-N-(2,6-dimethylphenyl)propanamide;hydrochloride	AMZACPWEJDQXGW-UHFFFAOYSA-N	3928215, 6437131	2	2	0.0168435236651507	ototoxic
110635	Tadalafil	(2R,8R)-2-(1,3-benzodioxol-5-yl)-6-methyl-3,6,17-triazatetracyclo[8.7.0.03,8.011,16]heptadeca-1(10),11,13,15-tetraene-4,7-dione	WOXKDUGGOYFFRN-IIBYNOLFSA-N	40093470, 35546827, 29275134, 28719717, 25629145, 19735356	6	6	0.0505305709954523	ototoxic
114770	Dtxsid501016982	2-[3-(methylamino)propylidene]tricyclo[9.4.0.03,8]pentadeca-1(15),3,5,7,11,13-hexaen-9-ol	VAGXZGJKNUNLHK-UHFFFAOYSA-N	2521060	1	1	0.0084217618325753	ototoxic
114917	Tanshinone i	1,6-dimethylnaphtho[1,2-g][1]benzofuran-10,11-dione	AIGAZQPHXLWMOJ-UHFFFAOYSA-N	12760856	-1	1	-0.0084217618325753	otoprotective
115067	Gastrodin	(2R,3S,4S,5R,6S)-2-(hydroxymethyl)-6-[4-(hydroxymethyl)phenoxy]oxane-3,4,5-triol	PUQSUZTXKPLAPR-UJPOAAIJSA-N	39264922	-1	1	-0.0084217618325753	otoprotective
115237	Paliperidone	3-[2-[4-(6-fluoro-1,2-benzoxazol-3-yl)piperidin-1-yl]ethyl]-9-hydroxy-2-methyl-6,7,8,9-tetrahydropyrido[1,2-a]pyrimidin-4-one	PMXMIIMHBWHSKN-UHFFFAOYSA-N	40583941, 35695641, 28150091	3	3	0.0252652854977261	ototoxic
115250	Taraxasterol	(3S,4aR,6aR,6aR,6bR,8aR,12S,12aR,14aR,14bR)-4,4,6a,6b,8a,12,14b-heptamethyl-11-methylidene-1,2,3,4a,5,6,6a,7,8,9,10,12,12a,13,14,14a-hexadecahydropicen-3-ol	XWMMEBCFHUKHEX-ZJJHUPNDSA-N	41967649	-1	1	-0.0084217618325753	otoprotective
115260	S-methylglutathione	(2S)-2-amino-5-[[(2R)-1-(carboxymethylamino)-3-methylsulfanyl-1-oxopropan-2-yl]amino]-5-oxopentanoic acid	QTQDDTSVRVWHMO-BQBZGAKWSA-N	12859137	-1	1	-0.0084217618325753	otoprotective
115358	Tafenoquine	4-N-[2,6-dimethoxy-4-methyl-5-[3-(trifluoromethyl)phenoxy]quinolin-8-yl]pentane-1,4-diamine	LBHLFPGPEGDCJG-UHFFFAOYSA-N	40188564	1	1	0.0084217618325753	ototoxic
119041	Obacunone	(1R,2R,4S,7S,8S,11R,12R,18R)-7-(furan-3-yl)-1,8,12,17,17-pentamethyl-3,6,16-trioxapentacyclo[9.9.0.02,4.02,8.012,18]icos-13-ene-5,15,20-trione	MAYJEFRPIKEYBL-OASIGRBWSA-N	41611132	-1	1	-0.0084217618325753	otoprotective
119369	Mozavaptan	N-[4-[5-(dimethylamino)-2,3,4,5-tetrahydro-1-benzazepine-1-carbonyl]phenyl]-2-methylbenzamide	WRNXUQJJCIZICJ-UHFFFAOYSA-N	16781097	-1	1	-0.0084217618325753	otoprotective
119561	Ampicillin and sulbactam	(2S,5R,6R)-6-[[(2R)-2-amino-2-phenylacetyl]amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid;(1R,4S)-3,3-dimethyl-2,2,6-trioxo-2lambda6-thiabicyclo[3.2.0]heptane-4-carboxylic acid	KMEGBUCIGMEPME-LQYKFRDPSA-N	40622979	1	1	0.0084217618325753	ototoxic
119570	Pramipexole	(6S)-6-N-propyl-4,5,6,7-tetrahydro-1,3-benzothiazole-2,6-diamine	FASDKYOPVNHBLU-ZETCQYMHSA-N	33304720, 28547577, 18303487, 17116213, 14655914	3	5	0.0252652854977261	ototoxic
121855	Calpain inhibitor ii	(2S)-2-acetamido-4-methyl-N-[(2S)-4-methyl-1-[[(2S)-4-methylsulfanyl-1-oxobutan-2-yl]amino]-1-oxopentan-2-yl]pentanamide	RJWLAIMXRBDUMH-ULQDDVLXSA-N	10629769	-1	1	-0.0084217618325753	otoprotective
121892	Retigabine	ethyl N-[2-amino-4-[(4-fluorophenyl)methylamino]phenyl]carbamate	PCOBBVZJEWWZFR-UHFFFAOYSA-N	25937133, 22931529, 20935082	-1	3	-0.0084217618325753	otoprotective
122262	Piperaquine	7-chloro-4-[4-[3-[4-(7-chloroquinolin-4-yl)piperazin-1-yl]propyl]piperazin-1-yl]quinoline	UCRHFBCYFMIWHC-UHFFFAOYSA-N	20832366	1	1	0.0084217618325753	ototoxic
122724	Celastrol	(2R,4aS,6aR,6aS,14aS,14bR)-10-hydroxy-2,4a,6a,6a,9,14a-hexamethyl-11-oxo-1,3,4,5,6,13,14,14b-octahydropicene-2-carboxylic acid	KQJSQWZMSAGSHN-JJWQIEBTSA-N	41462666, 28664158, 21866174	-1	3	-0.0084217618325753	otoprotective
123596	Imatinib mesylate	methanesulfonic acid;4-[(4-methylpiperazin-1-yl)methyl]-N-[4-methyl-3-[(4-pyridin-3-ylpyrimidin-2-yl)amino]phenyl]benzamide	YLMAHDNUQAMNNX-UHFFFAOYSA-N	14635203	1	1	0.0084217618325753	ototoxic
123807	Ccpa	(2R,3R,4S,5R)-2-[2-chloro-6-(cyclopentylamino)purin-9-yl]-5-(hydroxymethyl)oxolane-3,4-diol	XSMYYYQVWPZWIZ-IDTAVKCVSA-N	22580201, 15081879	-2	2	-0.0168435236651507	otoprotective
123865	Geneticin	(2R,3R,4R,5R)-2-[(1S,2S,3R,4S,6R)-4,6-diamino-3-[(2S,3R,4R,5S,6R)-3-amino-4,5-dihydroxy-6-[(1R)-1-hydroxyethyl]oxan-2-yl]oxy-2-hydroxycyclohexyl]oxy-5-methyl-4-(methylamino)oxane-3,5-diol	BRZYSWJRSDMWLG-DJWUNRQOSA-N	35923755, 32658832, 31958945, 24319682	4	4	0.0336870473303015	ototoxic
124246	Iguratimod	N-[7-(methanesulfonamido)-4-oxo-6-phenoxychromen-3-yl]formamide	ANMATWQYLIFGOK-UHFFFAOYSA-N	30143001	1	1	0.0084217618325753	ototoxic
124886	Glutathione	(2S)-2-amino-5-[[(2R)-1-(carboxymethylamino)-1-oxo-3-sulfanylpropan-2-yl]amino]-5-oxopentanoic acid	RWSXRVCMGQZWBV-WDSKDSINSA-N	36935113, 27863638, 16014323, 12689485, 11781046, 11335071, 10709968, 10461057, 10360638, 20654460, 9119753, 9303151, 8736049, 9017265, 7959273, 7928740, 7928739, 8024767, 8435364, 8261581, 8233493	-21	21	-0.176856998484083	otoprotective
125017	Desvenlafaxine	4-[2-(dimethylamino)-1-(1-hydroxycyclohexyl)ethyl]phenol	KYYIDSXMWOZKMP-UHFFFAOYSA-N	20705344, 18507895	2	2	0.0168435236651507	ototoxic
125098	Icaridin	butan-2-yl 2-(2-hydroxyethyl)piperidine-1-carboxylate	QLHULAHOXSSASE-UHFFFAOYSA-N	28339462	1	1	0.0084217618325753	ototoxic
126054	N-(2-aminoethyl)-2-(4-(2-(4-((9-((2r,3r,4s,5r)-3,4-dihydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl)-9h-purin-6-yl)amino)phenyl)acetamido)phenyl)acetamide	N-(2-aminoethyl)-2-[4-[[2-[4-[[9-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]purin-6-yl]amino]phenyl]acetyl]amino]phenyl]acetamide	JFRJCQJVFMHZOO-QZHHGCDDSA-N	31156393	-1	1	-0.0084217618325753	otoprotective
126941	Methotrexate	(2S)-2-[[4-[(2,4-diaminopteridin-6-yl)methyl-methylamino]benzoyl]amino]pentanedioic acid	FBOZXECLQNJBKD-ZDUSSCGKSA-N	41863458, 42037676, 37532243, 35971643, 35353852, 31601292, 31649536, 21090160, 15377956, 12583842, 9760072, 9494770, 7561491, 8052076	14	14	0.117904665656055	ototoxic
127151	Reboxetine	(2R)-2-[(R)-(2-ethoxyphenoxy)-phenylmethyl]morpholine	CBQGYUDMJHNJBX-RTBURBONSA-N	24525810	1	1	0.0084217618325753	ototoxic
128563	Salvinorin a	methyl (2S,4aR,6aR,7R,9S,10aS,10bR)-9-acetyloxy-2-(furan-3-yl)-6a,10b-dimethyl-4,10-dioxo-2,4a,5,6,7,8,9,10a-octahydro-1H-benzo[f]isochromene-7-carboxylate	OBSYBRPAKCASQB-AGQYDFLVSA-N	39770461	-1	1	-0.0084217618325753	otoprotective
129211	Tamsulosin	5-[(2R)-2-[2-(2-ethoxyphenoxy)ethylamino]propyl]-2-methoxybenzenesulfonamide	DRHKJLXJIQTDTD-OAHLLOKOSA-N	39428445, 36126750, 31541583, 23278872, 21888698	5	5	0.0421088091628769	ototoxic
130904	Ulipristal acetate	[(8S,11R,13S,14S,17R)-17-acetyl-11-[4-(dimethylamino)phenyl]-13-methyl-3-oxo-1,2,6,7,8,11,12,14,15,16-decahydrocyclopenta[a]phenanthren-17-yl] acetate	OOLLAFOLCSJHRE-ZHAKMVSLSA-N	30675965	1	1	0.0084217618325753	ototoxic
131204	Dexpanthenol	(2R)-2,4-dihydroxy-N-(3-hydroxypropyl)-3,3-dimethylbutanamide	SNPLKNRPJHDVJA-ZETCQYMHSA-N	41775114, 33632031, 26976021	-3	3	-0.0252652854977261	otoprotective
132519	Ilomastat	(2R)-N'-hydroxy-N-[(2S)-3-(1H-indol-3-yl)-1-(methylamino)-1-oxopropan-2-yl]-2-(2-methylpropyl)butanediamide	NITYDPDXAAFEIT-DYVFJYSZSA-N	14520103	-1	1	-0.0084217618325753	otoprotective
132887	Ftase inhibitor i	(2S)-2-[[(2S)-2-[[(2S)-2-[[(2R)-2-amino-3-sulfanylpropyl]amino]-3-methylbutyl]amino]-3-phenylpropanoyl]amino]-4-methylsulfanylbutanoic acid	QISLMXIYRQCLIR-FUMNGEBKSA-N	14643769	-1	1	-0.0084217618325753	otoprotective
134044	Dilevalol	2-hydroxy-5-[(1R)-1-hydroxy-2-[[(2R)-4-phenylbutan-2-yl]amino]ethyl]benzamide	SGUAFYQXFOLMHL-ACJLOTCBSA-N	2472530	1	1	0.0084217618325753	ototoxic
134085	7-oxo-1-azabicyclo[3.2.0]hept-2-ene-2-carboxylic acid	7-oxo-1-azabicyclo[3.2.0]hept-2-ene-2-carboxylic acid	BSIMZHVOQZIAOY-UHFFFAOYSA-N	40513684	1	1	0.0084217618325753	ototoxic
134601	Aspartame	(3S)-3-amino-4-[[(2S)-1-methoxy-1-oxo-3-phenylpropan-2-yl]amino]-4-oxobutanoic acid	IAOZJIPTCAWIRG-QWRGUYRKSA-N	27900890	1	1	0.0084217618325753	ototoxic
134664	Benzodiazepine	1H-1,2-benzodiazepine	SVUOLADPCWQTTE-UHFFFAOYSA-N	26614012, 22942327	2	2	0.0168435236651507	ototoxic
137994	Tanol		UZFMOKQJFYMBGY-UHFFFAOYSA-N	29675997, 27869744	-2	2	-0.0168435236651507	otoprotective
139621	Dichloroboron		GKWKOCYSCDZTAX-UHFFFAOYSA-N	23821348	-1	1	-0.0084217618325753	otoprotective
145068	Nitric oxide	nitric oxide	MWUXSHHQAYIFBG-UHFFFAOYSA-N	17375630, 15799567	2	2	0.0168435236651507	ototoxic
145815	D-glutamine	(2R)-2,5-diamino-5-oxopentanoic acid	ZDXPYRJPNDTMRX-GSVOUGTGSA-N	39127320	-1	1	-0.0084217618325753	otoprotective
146570	Escitalopram	(1S)-1-[3-(dimethylamino)propyl]-1-(4-fluorophenyl)-3H-2-benzofuran-5-carbonitrile	WSEQXVZVJXJVFP-FQEVSTJZSA-N	37284319, 37829299, 35996119, 36133817, 34209709, 34324797, 25373120, 24500245	6	8	0.0505305709954523	ototoxic
147253	92614-59-0	(2S)-2-amino-5-[[(2R)-1-[(2-ethoxy-2-oxoethyl)amino]-1-oxo-3-sulfanylpropan-2-yl]amino]-5-oxopentanoic acid	JKRODHBGNBKZLE-YUMQZZPRSA-N	17071314, 8567412	-2	2	-0.0168435236651507	otoprotective
148124	Docetaxel	[(1S,2S,3R,4S,7R,9S,10S,12R,15S)-4-acetyloxy-1,9,12-trihydroxy-15-[(2R,3S)-2-hydroxy-3-[(2-methylpropan-2-yl)oxycarbonylamino]-3-phenylpropanoyl]oxy-10,14,17,17-tetramethyl-11-oxo-6-oxatetracyclo[11.3.1.03,10.04,7]heptadec-13-en-2-yl] benzoate	ZDZOTLJHXYCWBA-VCVYQWHSSA-N	34720944, 33121320, 30697066, 27215440, 19186452	5	5	0.0421088091628769	ototoxic
148192	Atazanavir	methyl N-[(2S)-1-[2-[(2S,3S)-2-hydroxy-3-[[(2S)-2-(methoxycarbonylamino)-3,3-dimethylbutanoyl]amino]-4-phenylbutyl]-2-[(4-pyridin-2-ylphenyl)methyl]hydrazinyl]-3,3-dimethyl-1-oxobutan-2-yl]carbamate	AXRYRYVKAWYZBR-GASGPIRDSA-N	41355029, 28459118, 25860625	3	3	0.0252652854977261	ototoxic
149096	Levofloxacin	(2S)-7-fluoro-2-methyl-6-(4-methylpiperazin-1-yl)-10-oxo-4-oxa-1-azatricyclo[7.3.1.05,13]trideca-5(13),6,8,11-tetraene-11-carboxylic acid	GSDSWSVVBLHKDQ-JTQLQIEISA-N	40005998, 30852480, 23429422, 8052802, 1622440	3	5	0.0252652854977261	ototoxic
150311	Ezetimibe	(3R,4S)-1-(4-fluorophenyl)-3-[(3S)-3-(4-fluorophenyl)-3-hydroxypropyl]-4-(4-hydroxyphenyl)azetidin-2-one	OLNTVTPDXPETLC-XPWALMASSA-N	39138615	-1	1	-0.0084217618325753	otoprotective
152946	Moxifloxacin	7-[(4aS,7aS)-1,2,3,4,4a,5,7,7a-octahydropyrrolo[3,4-b]pyridin-6-yl]-1-cyclopropyl-6-fluoro-8-methoxy-4-oxoquinoline-3-carboxylic acid	FABPRXSRWADJSP-MEDUHNTESA-N	39093751, 22261943, 18322423	3	3	0.0252652854977261	ototoxic
153921	Gadodiamide	2-[bis[2-[carboxylatomethyl-[2-(methylamino)-2-oxoethyl]amino]ethyl]amino]acetate;gadolinium(3+)	HZHFFEYYPYZMNU-UHFFFAOYSA-K	40925474, 27315460, 19863332	3	3	0.0252652854977261	ototoxic
154059	Solifenacin	[(3R)-1-azabicyclo[2.2.2]octan-3-yl] (1S)-1-phenyl-3,4-dihydro-1H-isoquinoline-2-carboxylate	FBOUYBDGKBSUES-VXKWHMMOSA-N	37422825, 21718264	2	2	0.0168435236651507	ototoxic
154190	Mtba	4-(2-methyliminohydrazinyl)benzoic acid	BOCQEKBKBUOBCR-UHFFFAOYSA-N	10842591	-1	1	-0.0084217618325753	otoprotective
155746	Mesulergine hydrochloride	(6aR,9S,10aR)-9-(dimethylsulfamoylamino)-4,7-dimethyl-6,6a,8,9,10,10a-hexahydroindolo[4,3-fg]quinoline;hydrochloride	HANSYUJEPWNHIM-IVMONYBCSA-N	3886207	1	1	0.0084217618325753	ototoxic
156391	Naproxen	(2S)-2-(6-methoxynaphthalen-2-yl)propanoic acid	CMWTZPSULFXXJA-VIFPVBQESA-N	36804576, 28770976, 9819544, 3821433, 7428411	5	5	0.0421088091628769	ototoxic
156414	Canertinib	N-[4-(3-chloro-4-fluoroanilino)-7-(3-morpholin-4-ylpropoxy)quinazolin-6-yl]prop-2-enamide	OMZCMEYTWSXEPZ-UHFFFAOYSA-N	26163095	1	1	0.0084217618325753	ototoxic
158781	Olmesartan	5-(2-hydroxypropan-2-yl)-2-propyl-3-[[4-[2-(2H-tetrazol-5-yl)phenyl]phenyl]methyl]imidazole-4-carboxylic acid	VTRAEEWXHOVJFV-UHFFFAOYSA-N	25067982	1	1	0.0084217618325753	ototoxic
159278	Salidroside	(2R,3S,4S,5R,6R)-2-(hydroxymethyl)-6-[2-(4-hydroxyphenyl)ethoxy]oxane-3,4,5-triol	ILRCGYURZSFMEG-RKQHYHRCSA-N	38483863, 30991096	-2	2	-0.0168435236651507	otoprotective
160207	Glucarolactam	(2S,3R,4S,5R)-3,4,5-trihydroxy-6-oxopiperidine-2-carboxylic acid	YEWOHTVJCCDCCS-NTAGLIMJSA-N	2591298	-1	1	-0.0084217618325753	otoprotective
161464	Leonurine	4-(diaminomethylideneamino)butyl 4-hydroxy-3,5-dimethoxybenzoate	WNGSUWLDMZFYNZ-UHFFFAOYSA-N	40412772	-1	1	-0.0084217618325753	otoprotective
161557	Dihydromyricetin	(2R,3R)-3,5,7-trihydroxy-2-(3,4,5-trihydroxyphenyl)-2,3-dihydrochromen-4-one	KJXSIXMJHKAJOD-LSDHHAIUSA-N	32850822	-1	1	-0.0084217618325753	otoprotective
162381	Bioresmethrin	cis-(5-benzylfuran-3-yl)methyl (1R,3R)-2,2-dimethyl-3-(2-methylprop-1-enyl)cyclopropane-1-carboxylate	VEMKTZHHVJILDY-UXHICEINSA-N	40072761	1	1	0.0084217618325753	ototoxic
162948	61711-37-3	4-[2-(ethylamino)ethyl]-2-methyl-5-(methylsulfanylmethyl)pyridin-3-ol	AIYWGDYVMBTAHH-UHFFFAOYSA-N	383103	1	1	0.0084217618325753	ototoxic
163091	Asenapine	(2S,6S)-9-chloro-4-methyl-13-oxa-4-azatetracyclo[12.4.0.02,6.07,12]octadeca-1(18),7(12),8,10,14,16-hexaene	VSWBSWWIRNCQIJ-HUUCEWRRSA-N	21792304	1	1	0.0084217618325753	ototoxic
164676	Tanshinone iia	1,6,6-trimethyl-8,9-dihydro-7H-naphtho[1,2-g][1]benzofuran-10,11-dione	HYXITZLLTYIPOF-UHFFFAOYSA-N	39016116, 37503854, 24137434	-3	3	-0.0252652854977261	otoprotective
165580	Paromomycin	(2S,3S,4R,5R,6R)-5-amino-2-(aminomethyl)-6-[(2R,3S,4R,5S)-5-[(1R,2R,3S,5R,6S)-3,5-diamino-2-[(2S,3R,4R,5S,6R)-3-amino-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-6-hydroxycyclohexyl]oxy-4-hydroxy-2-(hydroxymethyl)oxolan-3-yl]oxyoxane-3,4-diol	UOZODPSAJZTQNH-LSWIJEOBSA-N	40188564, 35385605, 30787404, 27623314, 26024064, 26496648, 25271289, 20671281, 19687236, 18653914, 17582067, 14681830, 11127250, 10915767, 9390792	13	15	0.10948290382348	ototoxic
173924	Refchem:560342	1,5-dimethyl-2-phenylpyrazol-3-one;ethyl 4-aminobenzoate	ZTAKXWLTKDPLJY-UHFFFAOYSA-N	25476895	1	1	0.0084217618325753	ototoxic
174003	Pinoresinol diglucoside	(2S,3R,4S,5S,6R)-2-[4-[(3S,3aR,6S,6aR)-6-[3-methoxy-4-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyphenyl]-1,3,3a,4,6,6a-hexahydrofuro[3,4-c]furan-3-yl]-2-methoxyphenoxy]-6-(hydroxymethyl)oxane-3,4,5-triol	ZJSJQWDXAYNLNS-FUPWJLLWSA-N	40051392	-1	1	-0.0084217618325753	otoprotective
174174	Refchem:1092872	[(1S,5R)-8-methyl-8-azabicyclo[3.2.1]octan-3-yl] 3-hydroxy-2-phenylpropanoate	RKUNBYITZUJHSG-PJPHBNEVSA-N	40213180, 17555896	-2	2	-0.0168435236651507	otoprotective
175702	Glutathione diethyl ester	ethyl (2S)-2-amino-5-[[(2R)-1-[(2-ethoxy-2-oxoethyl)amino]-1-oxo-3-sulfanylpropan-2-yl]amino]-5-oxopentanoate	IYXATRBAHYMOQL-UWVGGRQHSA-N	9303151	-1	1	-0.0084217618325753	otoprotective
175805	Ropivacaine	(2S)-N-(2,6-dimethylphenyl)-1-propylpiperidine-2-carboxamide	ZKMNUMMKYBVTFN-HNNXBMFYSA-N	40536313, 40458719, 36999467, 38336613, 38375406, 35705263, 31761416, 27082620, 28455598, 25737670, 26119258, 21490819	10	12	0.0842176183257537	ototoxic
175989	Arbekacin sulfate	(2S)-4-amino-N-[(1R,2S,3S,4R,5S)-5-amino-4-[(2R,3R,6S)-3-amino-6-(aminomethyl)oxan-2-yl]oxy-2-[(2S,3R,4S,5S,6R)-4-amino-3,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3-hydroxycyclohexyl]-2-hydroxybutanamide;sulfuric acid	UTUVRPOLEMRKQC-XDJMXTNXSA-N	3499743	1	1	0.0084217618325753	ototoxic
176155	Sb-203580	4-[4-(4-fluorophenyl)-2-(4-methylsulfinylphenyl)-1H-imidazol-5-yl]pyridine	CDMGBJANTYXAIV-UHFFFAOYSA-N	24374476	-1	1	-0.0084217618325753	otoprotective
176158	Sb 216763	3-(2,4-dichlorophenyl)-4-(1-methylindol-3-yl)pyrrole-2,5-dione	JCSGFHVFHSKIJH-UHFFFAOYSA-N	19666099	-1	1	-0.0084217618325753	otoprotective
176265	Gacyclidine	1-[(1R,2S)-2-methyl-1-thiophen-2-ylcyclohexyl]piperidine	DKFAAPPUYWQKKF-GOEBONIOSA-N	19847455	1	1	0.0084217618325753	ototoxic
179344	Eslicarbazepine acetate	[(5S)-11-carbamoyl-5,6-dihydrobenzo[b][1]benzazepin-5-yl] acetate	QIALRBLEEWJACW-INIZCTEOSA-N	41287184, 34536187, 28641170, 28752473, 19243424	5	5	0.0421088091628769	ototoxic
180081	Dizocilpine	(1S,9R)-1-methyl-16-azatetracyclo[7.6.1.02,7.010,15]hexadeca-2,4,6,10,12,14-hexaene	LBOJYSIDWZQNJS-CVEARBPZSA-N	10327171	-1	1	-0.0084217618325753	otoprotective
