PubChem_CID	name	iupac_name	inchi_key	References	ototoxicity_sum	abs_sum	score	class
6032	Kanamycin	(2R,3S,4S,5R,6R)-2-(aminomethyl)-6-[(1R,2R,3S,4R,6S)-4,6-diamino-3-[(2S,3R,4S,5S,6R)-4-amino-3,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-2-hydroxycyclohexyl]oxyoxane-3,4,5-triol	SBUJHOSQTJFQJX-NOAMYHISSA-N	41959016, 41771417, 40809576, 41448059, 41173903, 40712497, 41678124, 41271447, 41537484, 42100360, 41819305, 41386467, 40383085, 39725872, 39522055, 39954163, 39857544, 39227091, 40093437, 40319645, 38740884, 39110778, 39193335, 39435078, 37798459, 37119862, 37317507, 37692553, 36697994, 36466201, 36428503, 38143588, 37192594, 35175905, 35658237, 35041532, 35562915, 36139833, 34884516, 34858067, 35182603, 35584572, 35115002, 35384675, 34678647, 34015383, 33745337, 34070066, 33898763, 34679662, 34252307, 34769860, 32866193, 33567829, 33747602, 33735112, 34169429, 35211341, 32560052, 32105765, 31739701, 31097073, 31122273, 31312524, 30235835, 30015752, 29866015, 30032763, 29654830, 30078839, 31151497, 31316607, 30196524, 30843411, 28656549, 29687008, 29403358, 30461043, 28685903, 31750151, 29430461, 29114207, 27548570, 27311812, 29304389, 27429949, 26963517, 28069654, 27868278, 26574172, 26716803, 26029729, 26279947, 26646261, 24415490, 25268124, 24762042, 25556684, 25356760, 25783988, 24155155, 24032567, 23884329, 23928512, 24508748, 24689961, 24845404, 23901169, 25317129, 23804282, 22967486, 25745469, 21645602, 21642291, 21960349, 21493303, 22177665, 23483451, 21625081, 21067520, 21044672, 19936834, 19242955, 20015469, 19687236, 19861195, 19858169, 20202466, 18819255, 18607972, 18365069, 18180779, 19145477, 17570507, 18692557, 28178500, 18057986, 18157569, 17697574, 16521128, 16805980, 15665945, 15997833, 15672440, 16021180, 15862894, 15721568, 14729305, 15461517, 12760856, 12810998, 14759801, 15571911, 15156439, 12102302, 12117531, 12361875, 11474137, 11506949, 11711880, 11134593, 11200585, 12124659, 11407849, 10962178, 11044724, 10821231, 10842600, 10678781, 10424676, 10082286, 10490915, 10416860, 10188356, 10223612, 9432072, 9667495, 9561858, 20654460, 9367232, 9192183, 9039999, 9391883, 9390792, 9145593, 8951456, 9265840, 9390811, 8951428, 8782910, 8880184, 8970816, 8647736, 7484150, 7775291, 8600130, 8575991, 8290291, 8073219, 7993011, 7737922, 8151523, 7961178, 8113131, 8294268, 8294265, 8294264, 8233484, 8226335, 1526883, 1437181, 1629046, 1571121, 2061225, 1769908, 1763620, 2304755, 1974248, 2311443, 2512556, 2591298, 2596626, 2921411, 2590023, 3400453, 3341701, 3055805, 3038190, 3436849, 3681123, 3657309, 3128155, 3547005, 3606469, 3564930, 3451733, 3610836, 3478954, 3624085, 3777905, 3524215, 3946575, 3946576, 3790770, 4033342, 4041821, 4013723, 3982812, 6464709, 6701807, 6511673, 6422414, 6365878, 6441244, 6487176, 6490543, 6524339, 6512095, 6391781, 6490573, 6881461, 6651605, 6885646, 6616524, 6310933, 6837286, 7054134, 7118731, 7060281, 7148437, 7149992, 7180416, 7099580, 7159300, 6174496, 7185589, 6799892, 7305725, 7295169, 7224511, 7364666, 7377070, 7469947, 7401837, 7440428, 7451380, 7357478, 507791, 541281, 438615, 532610, 41736294, 526183, 474119, 485941, 312486, 532611, 532612, 760380, 696299, 82507, 696293, 704499, 734232, 567775, 114911, 303038, 895312, 1021451, 999140, 999139, 1003698, 2661, 1204792, 1166784, 5035486, 14261151, 18732406, 13828609	319	319	2.68654202459154	ototoxic
6036	D-galactopyranose	(3R,4S,5R,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol	WQZGKKKJIJFFOK-SVZMEOIVSA-N	41423017, 21540071	2	2	0.0168435236651507	ototoxic
6038	2-hydroxyquinoline	1H-quinolin-2-one	LISFMEBWQUVKPJ-UHFFFAOYSA-N	35659673, 29904445, 22311665	3	3	0.0252652854977261	ototoxic
6047	Levodopa	(2S)-2-amino-3-(3,4-dihydroxyphenyl)propanoic acid	WTDRDQBEARUVNC-LURJTMIESA-N	27214664, 20461803, 17134849, 15857324, 15190235, 15503197, 6583306	7	7	0.0589523328280276	ototoxic
6072	Phlorizin	1-[2,4-dihydroxy-6-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyphenyl]-3-(4-hydroxyphenyl)propan-1-one	IOUVKUPGCMBWBT-QNDFHXLGSA-N	25268124	-1	1	-0.0084217618325753	otoprotective
6084	Papaverine hydrochloride	1-[(3,4-dimethoxyphenyl)methyl]-6,7-dimethoxyisoquinoline;hydrochloride	UOTMYNBWXDUBNX-UHFFFAOYSA-N	37037167	1	1	0.0084217618325753	ototoxic
6099	Methylene blue	[7-(dimethylamino)phenothiazin-3-ylidene]-dimethylazanium chloride	CXKWCBBOMKCUKX-UHFFFAOYSA-M	40962483, 23135805, 8970807	-3	3	-0.0252652854977261	otoprotective
6112	Lipoic acid	5-[(3R)-dithiolan-3-yl]pentanoic acid	AGBQKNBQESQNJD-SSDOTTSWSA-N	35455391, 30069423, 27863638, 19052196, 16131024, 16464536, 10569399	-7	7	-0.0589523328280276	otoprotective
6129	Carbaryl	naphthalen-1-yl N-methylcarbamate	CVXBEEMKQHEXEN-UHFFFAOYSA-N	27296064	1	1	0.0084217618325753	ototoxic
6137	L-methionine	(2S)-2-amino-4-methylsulfanylbutanoic acid	FFEARJCKVFRZRR-BYPYZUCNSA-N	40564195, 25875282, 17243113, 16125245, 11405249, 10591510, 8261581	-7	7	-0.0589523328280276	otoprotective
6167	Colchicine	N-[(7S)-1,2,3,10-tetramethoxy-9-oxo-6,7-dihydro-5H-benzo[a]heptalen-7-yl]acetamide	IAKHMKGGTNLKSZ-INIZCTEOSA-N	40988201, 41078186, 21296430	3	3	0.0252652854977261	ototoxic
6197	Cycloheximide	4-[(2R)-2-[(1S,3S,5S)-3,5-dimethyl-2-oxocyclohexyl]-2-hydroxyethyl]piperidine-2,6-dione	YPHMISFOHDHNIV-FSZOTQKASA-N	9879399, 7543894	0	2	0.0	undetermined
6199	Psoralen	furo[3,2-g]chromen-7-one	ZCCUUQDIBDJBTK-UHFFFAOYSA-N	22909369	1	1	0.0084217618325753	ototoxic
6207	Egta	2-[2-[2-[2-[bis(carboxymethyl)amino]ethoxy]ethoxy]ethyl-(carboxymethyl)amino]acetic acid	DEFVIWRASFVYLL-UHFFFAOYSA-N	23467357	-1	1	-0.0084217618325753	otoprotective
6212	Chloroform	chloroform	HEDRZPFGACZZDS-UHFFFAOYSA-N	3343718, 3500704	2	2	0.0168435236651507	ototoxic
6216	Triamcinolone diacetate	[2-[(8S,9R,10S,11S,13S,14S,16R,17S)-16-acetyloxy-9-fluoro-11,17-dihydroxy-10,13-dimethyl-3-oxo-6,7,8,11,12,14,15,16-octahydrocyclopenta[a]phenanthren-17-yl]-2-oxoethyl] acetate	XGMPVBXKDAHORN-RBWIMXSLSA-N	1681756	-1	1	-0.0084217618325753	otoprotective
6228	N,n-dimethylformamide	N,N-dimethylformamide	ZMXDDKWLCZADIW-UHFFFAOYSA-N	9284647	1	1	0.0084217618325753	ototoxic
6234	D-cycloserine	(4R)-4-amino-1,2-oxazolidin-3-one	DYDCUQKUCUHJBH-UWTATZPHSA-N	40427923	1	1	0.0084217618325753	ototoxic
6249	Ampicillin	(2S,5R,6R)-6-[[(2R)-2-amino-2-phenylacetyl]amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid	AVKUERGKIZMTKX-NJBDSQKTSA-N	39093751, 39376413, 8091248, 8179270, 913899, 1087098	6	6	0.0505305709954523	ototoxic
6251	D-mannitol	(2R,3R,4R,5R)-hexane-1,2,3,4,5,6-hexol	FBPFZTCFMRRESA-KVTDHHQDSA-N	32877437, 32891141, 24662629, 22996158, 11335071, 9667495, 1449432	-5	7	-0.0421088091628769	otoprotective
6253	Cytarabine	4-amino-1-[(2R,3S,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]pyrimidin-2-one	UHDGCWIWMRVCDJ-CCXZUQQUSA-N	26718602, 3428138	0	2	0.0	undetermined
6274	L-histidine	(2S)-2-amino-3-(1H-imidazol-5-yl)propanoic acid	HNDVDQJCIGZPNO-YFKPBYRVSA-N	10748326	-1	1	-0.0084217618325753	otoprotective
6278	1,1,1-trichloroethane	1,1,1-trichloroethane	UOCLXMDMGBRAIB-UHFFFAOYSA-N	8277926, 314738	2	2	0.0168435236651507	ototoxic
6279	Medroxyprogesterone acetate	[(6S,8R,9S,10R,13S,14S,17R)-17-acetyl-6,10,13-trimethyl-3-oxo-2,6,7,8,9,11,12,14,15,16-decahydro-1H-cyclopenta[a]phenanthren-17-yl] acetate	PSGAAPLEWMOORI-PEINSRQWSA-N	7936897	1	1	0.0084217618325753	ototoxic
6280	Veratridine	[(1R,2S,6S,9S,10R,11S,12S,14R,15S,18S,19S,22S,23S,25R)-1,10,11,12,14,23-hexahydroxy-6,10,19-trimethyl-24-oxa-4-azaheptacyclo[12.12.0.02,11.04,9.015,25.018,23.019,25]hexacosan-22-yl] 3,4-dimethoxybenzoate	FVECELJHCSPHKY-YFUMOZOISA-N	10831868	1	1	0.0084217618325753	ototoxic
6294	P,p'-ddd	1-chloro-4-[2,2-dichloro-1-(4-chlorophenyl)ethyl]benzene	AHJKRLASYNVKDZ-UHFFFAOYSA-N	41067162	1	1	0.0084217618325753	ototoxic
6314	Lidocaine hydrochloride	2-(diethylamino)-N-(2,6-dimethylphenyl)acetamide;hydrochloride	IYBQHJMYDGVZRY-UHFFFAOYSA-N	6437131, 1080046	2	2	0.0168435236651507	ototoxic
6322	L-arginine	(2S)-2-amino-5-(diaminomethylideneamino)pentanoic acid	ODKSFYDXXFIFQN-BYPYZUCNSA-N	40222417, 40580390, 38784349, 39127320, 34801666, 32711445, 28399330	-5	7	-0.0421088091628769	otoprotective
6348	Carbon disulfide	methanedithione	QGJOPFRUJISHPQ-UHFFFAOYSA-N	29928918, 28655499, 28189717, 22728796, 12462452, 7944568	6	6	0.0505305709954523	ototoxic
6436	Triamcinolone acetonide	(1S,2S,4R,8S,9S,11S,12R,13S)-12-fluoro-11-hydroxy-8-(2-hydroxyacetyl)-6,6,9,13-tetramethyl-5,7-dioxapentacyclo[10.8.0.02,9.04,8.013,18]icosa-14,17-dien-16-one	YNDXUCZADRHECN-JNQJZLCISA-N	37537864, 16803705	-2	2	-0.0168435236651507	otoprotective
6511	Tetraethyllead	tetraethylplumbane	MRMOZBOQVYRSEM-UHFFFAOYSA-N	12062763	1	1	0.0084217618325753	ototoxic
6569	2-butanone	butan-2-one	ZWEHNKRNPOVVGH-UHFFFAOYSA-N	12194157	1	1	0.0084217618325753	ototoxic
6575	Trichloroethylene	1,1,2-trichloroethene	XSTXAVWGXDQKEL-UHFFFAOYSA-N	22728796, 22064681, 18650250, 17704602, 17132611, 12462452, 9538045, 9268609, 8699563, 8571371, 7944568, 7852200, 8277926, 314738	14	14	0.117904665656055	ototoxic
6613	Pantothenic acid	3-[[(2R)-2,4-dihydroxy-3,3-dimethylbutanoyl]amino]propanoic acid	GHOKWGTUZJEAQD-ZETCQYMHSA-N	8725528	-1	1	-0.0084217618325753	otoprotective
6618	Tetrabromobisphenol a	2,6-dibromo-4-[2-(3,5-dibromo-4-hydroxyphenyl)propan-2-yl]phenol	VEORPZCZECFIRK-UHFFFAOYSA-N	27592553, 20120336	2	2	0.0168435236651507	ototoxic
6623	Bisphenol a	4-[2-(4-hydroxyphenyl)propan-2-yl]phenol	IISBACLAFKSPIT-UHFFFAOYSA-N	40987193, 39536565, 37752410, 40072761, 35669816, 31561137, 30716515, 21269433	8	8	0.067374094660603	ototoxic
6624	Chlorfenethol	1,1-bis(4-chlorophenyl)ethanol	URYAFVKLYSEINW-UHFFFAOYSA-N	31561137	1	1	0.0084217618325753	ototoxic
6741	Methylprednisolone	(6S,8S,9S,10R,11S,13S,14S,17R)-11,17-dihydroxy-17-(2-hydroxyacetyl)-6,10,13-trimethyl-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthren-3-one	VHRSUDSXCMQTMA-PJHHCJLFSA-N	41487427, 37039340, 38190339, 33185127, 32725028, 31569969, 30870364, 29644194, 28955202, 26830667, 20470667, 20835538, 19640315, 17414035, 15684261, 16730534, 14502063, 15583443, 10399889, 8817319	0	20	0.0	undetermined
6758	Rotenone	(1S,6R,13S)-16,17-dimethoxy-6-prop-1-en-2-yl-2,7,20-trioxapentacyclo[11.8.0.03,11.04,8.014,19]henicosa-3(11),4(8),9,14,16,18-hexaen-12-one	JUVIOZPCNVVQFO-HBGVWJBISA-N	30612335	1	1	0.0084217618325753	ototoxic
6860	Methylmercury(1+)	methylmercury(1+)	DBUXSCUEGJMZAE-UHFFFAOYSA-N	34954246, 17292570, 9553955	3	3	0.0252652854977261	ototoxic
6912	(2s,4r)-pentane-1,2,3,4,5-pentol	(2R,4S)-pentane-1,2,3,4,5-pentol	HEBKCHPVOIAQTA-NGQZWQHPSA-N	30368398, 20569667	0	2	0.0	undetermined
7028	Pseudoephedrine	(1S,2S)-2-(methylamino)-1-phenylpropan-1-ol	KWGRBVOPPLSCSI-WCBMZHEXSA-N	33304720, 1610044	0	2	0.0	undetermined
7045	Quinoxaline	quinoxaline	XSCHRSMBECNVNS-UHFFFAOYSA-N	33084473, 30310154	-2	2	-0.0168435236651507	otoprotective
7175	Propylparaben	propyl 4-hydroxybenzoate	QELSKZZBTMNZEB-UHFFFAOYSA-N	39536565	1	1	0.0084217618325753	ototoxic
7184	Butylparaben	butyl 4-hydroxybenzoate	QFOHBWFCKVYLES-UHFFFAOYSA-N	39536565	1	1	0.0084217618325753	ototoxic
7237	O-xylene	1,2-xylene	CTQNGGLPUBDAKN-UHFFFAOYSA-N	33722544	1	1	0.0084217618325753	ototoxic
7243	O-phenylenediamine	benzene-1,2-diamine	GEYOCULIXLDCMW-UHFFFAOYSA-N	7928739	-1	1	-0.0084217618325753	otoprotective
7247	1,2,4-trimethylbenzene	1,2,4-trimethylbenzene	GWHJZXXIDMPWGX-UHFFFAOYSA-N	12462452	1	1	0.0084217618325753	ototoxic
7305	Soman	3-[fluoro(methyl)phosphoryl]oxy-2,2-dimethylbutane	GRXKLBBBQUKJJZ-UHFFFAOYSA-N	20816720, 17618030	2	2	0.0168435236651507	ototoxic
7389	Arsanilic acid	(4-aminophenyl)arsonic acid	XKNKHVGWJDPIRJ-UHFFFAOYSA-N	36140199	1	1	0.0084217618325753	ototoxic
7407	Alpha-methylstyrene	prop-1-en-2-ylbenzene	XYLMUPLGERFSHI-UHFFFAOYSA-N	15660228	1	1	0.0084217618325753	ototoxic
7427	Trehalose	(2R,3S,4S,5R,6R)-2-(hydroxymethyl)-6-[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxane-3,4,5-triol	HDTRYLNUVZCQOY-LIZSDCNHSA-N	34971589	-1	1	-0.0084217618325753	otoprotective
7452	1,3-dinitrobenzene	1,3-dinitrobenzene	WDCYWAQPCXBPJA-UHFFFAOYSA-N	1436756	1	1	0.0084217618325753	ototoxic
7456	Methyl 4-hydroxybenzoate	methyl 4-hydroxybenzoate	LXCFILQKKLGQFO-UHFFFAOYSA-N	39536565	1	1	0.0084217618325753	ototoxic
7500	Ethylbenzene	ethylbenzene	YNQLUTRBYVCPMQ-UHFFFAOYSA-N	33722544, 31184550, 25997510, 20727840, 18602458, 19022877, 17517824, 16786347, 15660228, 12127896, 12462452, 11707353, 11547809, 10545637	14	14	0.117904665656055	ototoxic
7501	Styrene	styrene	PPBRXRYQALVLMV-UHFFFAOYSA-N	41052253, 41632515, 40072761, 37516305, 32540163, 33307165, 33275083, 33722544, 31284836, 31961907, 29276630, 27769922, 25529974, 24929234, 25689156, 24316211, 24180784, 22728796, 21783527, 21783525, 22064681, 20727840, 19371775, 18586423, 18259983, 19051069, 18762967, 17420221, 16474266, 15703144, 15660228, 16151828, 12742234, 12678924, 12633735, 12553175, 14987755, 12804208, 12462452, 12031525, 11875623, 11423228, 11274877, 10978834, 10440486, 10501151, 10560776, 10601715, 9284647, 7728281, 7944568, 7852200, 8336676, 8277926, 1411122, 3376137, 3611598, 3906869, 6983810, 6977982, 314738	61	61	0.513727471787098	ototoxic
7518	N-phenylhydroxylamine	N-phenylhydroxylamine	CKRZKMFTZCFYGB-UHFFFAOYSA-N	15715509	1	1	0.0084217618325753	ototoxic
7540	Triphenyl phosphite	triphenyl phosphite	HVLLSGMXQDNUAL-UHFFFAOYSA-N	8838646	1	1	0.0084217618325753	ototoxic
7628	Boric acid	boric acid	KGBXLFKZBHKPEV-UHFFFAOYSA-N	40524094, 29909794, 29383205, 28479241	4	4	0.0336870473303015	ototoxic
7668	Propylbenzene	propylbenzene	ODLMAHJVESYWTB-UHFFFAOYSA-N	15660228	1	1	0.0084217618325753	ototoxic
7809	P-xylene	1,4-xylene	URLKBWYHVLBVBO-UHFFFAOYSA-N	33047357, 33722544, 32236973, 18602458, 17210216, 17045780, 15660228, 11484912	8	8	0.067374094660603	ototoxic
7814	P-phenylenediamine	benzene-1,4-diamine	CBCKQZAAMUWICA-UHFFFAOYSA-N	11335071	-1	1	-0.0084217618325753	otoprotective
7845	1,3-butadiene	buta-1,3-diene	KAKZBPTYRLMSJV-UHFFFAOYSA-N	38839853	1	1	0.0084217618325753	ototoxic
7847	Acrolein	prop-2-enal	HGINCPLSRVDWNT-UHFFFAOYSA-N	33578233, 29248694	2	2	0.0168435236651507	ototoxic
7855	Acrylonitrile	prop-2-enenitrile	NLHHRLWOUZZQLW-UHFFFAOYSA-N	19244277, 17222524, 15781293, 12832658	4	4	0.0336870473303015	ototoxic
7929	M-xylene	1,3-xylene	IVSZLXZYQVIEFR-UHFFFAOYSA-N	33722544	1	1	0.0084217618325753	ototoxic
7947	Mesitylene	1,3,5-trimethylbenzene	AUHZEENZYGFFBQ-UHFFFAOYSA-N	12462452	1	1	0.0084217618325753	ototoxic
7964	Chlorobenzene	chlorobenzene	MVPPADPHJFYWMZ-UHFFFAOYSA-N	8571371	1	1	0.0084217618325753	ototoxic
8009	3-butenenitrile	but-3-enenitrile	SJNALLRHIVGIBI-UHFFFAOYSA-N	37100209, 35295154, 23761299, 23749193, 22051853, 18990727, 16150883, 11245407, 11406128	9	9	0.0757958564931784	ototoxic
8053	Isoamyl nitrite	3-methylbutyl nitrite	OWFXIOWLTKNBAP-UHFFFAOYSA-N	40188564	1	1	0.0084217618325753	ototoxic
8058	Hexane	hexane	VLKZOEOYAKHREP-UHFFFAOYSA-N	24684406, 21783525, 18784199, 9363369	4	4	0.0336870473303015	ototoxic
8129	1-heptanol	heptan-1-ol	BBMCTIGTTCKYKF-UHFFFAOYSA-N	24436465	1	1	0.0084217618325753	ototoxic
8149	3,3'-iminodipropionitrile	3-(2-cyanoethylamino)propanenitrile	SBAJRGRUGUQKAF-UHFFFAOYSA-N	41325835, 40908485, 40541791, 40879998, 39764513, 38580115, 37100209, 34481267, 33495873, 32714382, 31297642, 30171385, 30597229, 30377733, 28013217, 26398945, 24332269, 22051853, 21472006, 21388795, 19244277, 17309521, 17159233, 17159233, 16150883, 14620540, 12151040, 11406128, 11603809, 10959249, 10375702, 10586972, 10215181, 9761597, 9242586, 9136128, 7896571, 7854601, 7928719, 8248927, 8248927, 8226343	42	42	0.353713996968166	ototoxic
8249	Phenformin	1-(diaminomethylidene)-2-(2-phenylethyl)guanidine	ICFJFFQQTFMIBG-UHFFFAOYSA-N	25892279	-1	1	-0.0084217618325753	otoprotective
8370	Hexachlorobenzene	1,2,3,4,5,6-hexachlorobenzene	CKAPSXZOOQJIBF-UHFFFAOYSA-N	30716515, 25989860, 15109712	3	3	0.0252652854977261	ototoxic
8378	Neomycin	(2R,3S,4R,5R,6R)-5-amino-2-(aminomethyl)-6-[(1R,2R,3S,4R,6S)-4,6-diamino-2-[(2S,3R,4S,5R)-4-[(2R,3R,4R,5S,6S)-3-amino-6-(aminomethyl)-4,5-dihydroxyoxan-2-yl]oxy-3-hydroxy-5-(hydroxymethyl)oxolan-2-yl]oxy-3-hydroxycyclohexyl]oxyoxane-3,4-diol	PGBHMTALBVVCIT-VCIWKGPPSA-N	40484407, 41656738, 41991537, 39663200, 41227325, 40600354, 41268681, 41262044, 41819305, 40093091, 40041973, 40135846, 40580390, 40198625, 39610699, 40646185, 39667535, 38875882, 39653098, 38840194, 39005374, 39525588, 39110182, 37031766, 38103445, 38217055, 37844727, 38130726, 38563869, 37049613, 37263384, 35471096, 36531206, 36261670, 37192594, 36367326, 35601667, 35743144, 35721868, 35519614, 35602237, 36047587, 35992197, 34833056, 34834125, 35471608, 34921675, 35359571, 35190853, 36681757, 34646124, 35615000, 33488362, 33477487, 33274582, 33752742, 33735112, 32497837, 33343803, 37701833, 31896168, 34223978, 32235401, 34849158, 32848624, 31780893, 32116554, 32351026, 29862415, 30310154, 29571735, 29889716, 30594562, 30596476, 29516565, 30787404, 31156393, 30878773, 30972166, 29214789, 29292089, 28685903, 28343384, 28503132, 28928635, 28968134, 28781154, 28274503, 27405449, 27482231, 27556499, 27717895, 27400677, 27846039, 27855522, 27847309, 26609166, 26502298, 27605621, 26561773, 25972783, 25739461, 26930622, 26646261, 26386286, 26974429, 25278835, 25216502, 24666019, 24795994, 24973752, 25132091, 25092119, 24781382, 25674052, 25611380, 25950003, 25052549, 24972491, 25556122, 24030356, 24270164, 23413197, 23821348, 24141260, 24005042, 23444481, 24680217, 23429292, 23381351, 24051519, 24880922, 23511189, 23264116, 23383324, 24353861, 23053627, 22430335, 22668196, 22404562, 22965584, 22967486, 21384237, 22075224, 22031879, 21985865, 21557227, 21810458, 20127807, 19687236, 19931387, 19858169, 19688848, 19902297, 18664984, 18408970, 18463245, 19443125, 19285547, 19241104, 17394157, 18512096, 17351334, 17882566, 17416198, 17266591, 16707850, 17098385, 17050303, 17005344, 16014323, 15807966, 16361562, 15953516, 15054365, 15461517, 15318963, 15389694, 15078083, 15953529, 12943374, 14681830, 12583887, 13679429, 14644458, 17085952, 12351727, 11850449, 11711880, 11039868, 10841344, 11044724, 10821231, 10842600, 10627579, 10733186, 10587002, 10216172, 10363922, 9878779, 10490915, 10022575, 9507966, 9606071, 9626861, 9473083, 9669013, 9852529, 20654460, 9840500, 9176804, 9263032, 9391883, 9390792, 9145593, 8723948, 8789807, 8655598, 8973710, 7484150, 8567424, 7771006, 7551886, 8588623, 8588672, 7514588, 7970174, 8340273, 8371390, 8270950, 8281295, 8233484, 1930979, 1950546, 1795911, 2299966, 2160140, 2310548, 2585554, 2537872, 2768082, 3360820, 3385319, 3038190, 3125950, 2829633, 3031988, 3680049, 3577762, 3777905, 3740717, 3015857, 3092343, 2419818, 3755871, 3864349, 4044414, 6086545, 6331211, 6512095, 6487373, 6843260, 6688110, 6185180, 6983307, 7064694, 7368947, 7377070, 6821409, 7436102, 530709, 226045, 89779, 436029, 474119, 716862, 646289, 646445, 707064, 197827, 888675, 181649, 938230, 1204792, 1130763, 18732406, 13316548	283	287	2.38335859861883	ototoxic
8434	Ethylparaben	ethyl 4-hydroxybenzoate	NUVBSKCKDOMJSU-UHFFFAOYSA-N	39536565	1	1	0.0084217618325753	ototoxic
8478	Benzethonium chloride	benzyl-dimethyl-[2-[2-[4-(2,4,4-trimethylpentan-2-yl)phenoxy]ethoxy]ethyl]azanium chloride	UREZNYTWGJKWBI-UHFFFAOYSA-M	23918745, 6125078	2	2	0.0168435236651507	ototoxic
8515	129-56-6	14,15-diazatetracyclo[7.6.1.02,7.013,16]hexadeca-1(15),2,4,6,9(16),10,12-heptaen-8-one	ACPOUJIDANTYHO-UHFFFAOYSA-N	20971179	-1	1	-0.0084217618325753	otoprotective
8757	Aluminum acetate	aluminum triacetate	WCOATMADISNSBV-UHFFFAOYSA-K	23918745	1	1	0.0084217618325753	ototoxic
8813	Pentamidine isethionate	4-[5-(4-carbamimidoylphenoxy)pentoxy]benzenecarboximidamide;bis(2-hydroxyethanesulfonic acid)	YBVNFKZSMZGRAD-UHFFFAOYSA-N	18408970	1	1	0.0084217618325753	ototoxic
8900	Heptane	heptane	IMNFDUFMRHMDMM-UHFFFAOYSA-N	7753756	1	1	0.0084217618325753	ototoxic
8980	Diphenhydramine hydrochloride	2-benzhydryloxy-N,N-dimethylethanamine;hydrochloride	PCHPORCSPXIHLZ-UHFFFAOYSA-N	35106193	1	1	0.0084217618325753	ototoxic
9032	Potassium cyanide	potassium cyanide	NNFCIKHAZHQZJG-UHFFFAOYSA-N	11348833	1	1	0.0084217618325753	ototoxic
9051	Dydrogesterone	(8S,9R,10S,13S,14S,17S)-17-acetyl-10,13-dimethyl-1,2,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthren-3-one	JGMOKGBVKVMRFX-HQZYFCCVSA-N	1252380	1	1	0.0084217618325753	ototoxic
9064	Cianidanol	(2R,3S)-2-(3,4-dihydroxyphenyl)-3,4-dihydro-2H-chromene-3,5,7-triol	PFTAWBLQPZVEMU-DZGCQCFKSA-N	27717895	-1	1	-0.0084217618325753	otoprotective
9068	Vitamin b1 pyrophosphate chloride	2-[3-[(4-amino-2-methylpyrimidin-5-yl)methyl]-4-methyl-1,3-thiazol-3-ium-5-yl]ethyl phosphono hydrogen phosphate chloride	YXVCLPJQTZXJLH-UHFFFAOYSA-N	32894392, 31243682	-2	2	-0.0168435236651507	otoprotective
9279	Propantheline bromide	methyl-di(propan-2-yl)-[2-(9H-xanthene-9-carbonyloxy)ethyl]azanium bromide	XLBIBBZXLMYSFF-UHFFFAOYSA-M	18408970	1	1	0.0084217618325753	ototoxic
9280	Methylphenidate hydrochloride	methyl 2-phenyl-2-piperidin-2-ylacetate;hydrochloride	JUMYIBMBTDDLNG-UHFFFAOYSA-N	8502509	1	1	0.0084217618325753	ototoxic
9290	Calcium gluconate	calcium bis((2R,3S,4R,5R)-2,3,4,5,6-pentahydroxyhexanoate)	NEEHYRZPVYRGPP-IYEMJOQQSA-L	41024894, 39965236, 18653914, 8864323	-4	4	-0.0336870473303015	otoprotective
9294	Ephedrine	(1R,2S)-2-(methylamino)-1-phenylpropan-1-ol	KWGRBVOPPLSCSI-WPRPVWTQSA-N	10373050, 1318281, 2178599	1	3	0.0084217618325753	ototoxic
9309	Allylbenzene	prop-2-enylbenzene	HJWLCRVIBGQPNF-UHFFFAOYSA-N	15660228	1	1	0.0084217618325753	ototoxic
9331	Piritramide	1-(3-cyano-3,3-diphenylpropyl)-4-piperidin-1-ylpiperidine-4-carboxamide	IHEHEFLXQFOQJO-UHFFFAOYSA-N	30764617, 28096578	2	2	0.0168435236651507	ototoxic
9400	Dexamethasone phosphate	[2-[(8S,9R,10S,11S,13S,14S,16R,17R)-9-fluoro-11,17-dihydroxy-10,13,16-trimethyl-3-oxo-6,7,8,11,12,14,15,16-octahydrocyclopenta[a]phenanthren-17-yl]-2-oxoethyl] dihydrogen phosphate	VQODGRNSFPNSQE-CXSFZGCWSA-N	41090873, 39940692	-2	2	-0.0168435236651507	otoprotective
9433	Aminophylline	bis(1,3-dimethyl-7H-purine-2,6-dione);ethane-1,2-diamine	FQPFAHBPWDRTLU-UHFFFAOYSA-N	37791592, 36815960, 9704695, 7633192, 3884320	-1	5	-0.0084217618325753	otoprotective
9444	5-azacytidine	4-amino-1-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-1,3,5-triazin-2-one	NMUSYJAQQFHJEW-KVTDHHQDSA-N	31912913, 31142766	2	2	0.0168435236651507	ototoxic
